AskAPatient.fold-3.test,166717003,Serum creatinine raised,CPK mildly elevated,C0700225,C0856882,
AskAPatient.fold-3.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-3.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-3.test,161882006,Stiff neck,neck stiff,C0151315,C0027530 C2137077,
AskAPatient.fold-3.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-3.test,25064002,Headache,headaches,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-3.test,49601007,Cardiovascular disease,cardiovascular disease,C0264656 C0007222 C0348668 C1290379 C0455539 C0455404 C0042373 C0455346,C0264656 C0007222 C0348668 C0455404 C0558373 C0455539 C0849932 C1290379 C0042373,C0264656 C0007222 C0348668 C0455404 C0455539 C1290379 C0042373 
AskAPatient.fold-3.test,116289008,Abdominal bloating,extreme bloating,C1291077,C1291077,C1291077 
AskAPatient.fold-3.test,76948002,Severe pain,extreme pain,C0278140,C0030193,
AskAPatient.fold-3.test,57676002,Arthralgia,joints hurt,C0003862,,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,288228002,Myalgia/myositis - forearm,Muscle aches in elbows,C0565579,C0231528 C0013769,
AskAPatient.fold-3.test,193093009,Bell's palsy,Bell's palsy,C0376175,C0376175,C0376175 
AskAPatient.fold-3.test,26544005,Muscle weakness,when I went to sit down instead of sitng normaly I would almost fall down in the chair no control no strength, upon getting up I had to hold on to something to get up,C0030552 C0151786 C1834451,C1553386 C0728713 C0085639,
AskAPatient.fold-3.test,298753001,Numbness of upper limb,numbness in my shoulder,C2128236 C0241538,C0524469 C0028643 C0037004 C0869975 C0524468 C0020580 C1283792,
AskAPatient.fold-3.test,8510008,Reduced mobility,decreased mobility,C0700572 C0476650,C0700572,C0700572 
AskAPatient.fold-3.test,271587009,Stiffness,Stiffness,C0427008,C0427008,C0427008 
AskAPatient.fold-3.test,82991003,Generalised aches and pains,Body Pains,C0281856,C1551342,
AskAPatient.fold-3.test,449918009,Cramp in lower leg,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-3.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-3.test,249489001,Choking,choking the throat,C0008301,C3665375 C0011119 C2051649 C0008301 C0031354,C0008301 
AskAPatient.fold-3.test,14760008,Constipation,constipation,C0949135 C1963087 C0009806,C1963087 C0009806,C1963087 C0009806 
AskAPatient.fold-3.test,81680005,Neck pain,Neck pain,C0007859 C1963180,C0007859 C1963180,C0007859 C1963180 
AskAPatient.fold-3.test,57676002,Arthralgia,painful joints,C0003862,C0003862,C0003862 
AskAPatient.fold-3.test,22253000,Pain,pains,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,32798002,Parkinsonism,Parkinson's symptoms,C0242422 C2939151,C1457887 C0030567,
AskAPatient.fold-3.test,315224006,Heavy episode of vaginal bleeding,heavy/extra vaginal bleeding,C1277587,C0566967 C1101725 C2979982 C0372564,
AskAPatient.fold-3.test,267079009,Trembles,trembling,C0234369 C0040821,C0234369,C0234369 
AskAPatient.fold-3.test,60862001,Tinnitus,severe tintitinitis (ringing in ears),C0040264 C1963249,C1306232 C0035333 C0040264,C0040264 
AskAPatient.fold-3.test,225610004,Stiff limbs,Stiffness of limbs,C0558193,C0561942 C0427008 C0015385,
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,80313002,Palpitations,palpitations,C0030252 C3160712,C0425596 C0030252 C3160712,C0030252 C3160712 
AskAPatient.fold-3.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,40917007,Confusion,Confusion,C0009676 C0683369 C2712099 C1963086,C0009676 C0683369 C2712099 C1963086,C0009676 C0683369 C2712099 C1963086 
AskAPatient.fold-3.test,76948002,Severe pain,HORRIABLE pain that almost throws me down,C0278140,C0030193 C0560512,
AskAPatient.fold-3.test,16973004,Limping,limp,C1456822 C0311395 C3669029,C0311395,C0311395 
AskAPatient.fold-3.test,82991003,Generalised aches and pains,EVERYTHING ON MY BODY HURTS,C0281856,C0152338,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,86044005,Amyotrophic lateral sclerosis,ALS,C3468101 C1836076 C1833662 C3468110 C3468109 C3468111 C2931786 C0002736 C2317804 C3468100 C3468104 C2317803 C3468106 C3280587 C3275459 C3468112 C3553719 C3468103 C3468102 C3468108 C3715155 C3468105 C3468113 C1862939 C3468107 C3715156 C3468114,,
AskAPatient.fold-3.test,422587007,Nausea,light nausea,C1963179 C0027497,C0275586 C0027497 C4050469,C0027497 
AskAPatient.fold-3.test,398032003,Loose stool,loose stools,C2129214 C0011991,C2129214 C0011991,C2129214 C0011991 
AskAPatient.fold-3.test,398979000,Pale complexion,pale/yellow complexion,C0030232,C0558148 C0030232 C0582064,C0030232 
AskAPatient.fold-3.test,371081002,Arthritis of knee,severe arthritis symptoms in knees,C3697583 C0240111,C1306232 C0022742 C0741237,
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
AskAPatient.fold-3.test,57676002,Arthralgia,aching joints,C0003862,C0003862,C0003862 
AskAPatient.fold-3.test,48167000,Amnesia,memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-3.test,267079009,Trembles,trembling,C0234369 C0040821,C0234369,C0234369 
AskAPatient.fold-3.test,124054003,Increased cholesterol esters,high cholesterol,C1522133 C3536712 C0595929 C0595930 C0549399 C1291155 C3276464 C1291156 C0020443 C0020445,C1522133 C0020443,C1522133 C0020443 
AskAPatient.fold-3.test,68962001,Myalgia,muscles aches,C0231528,C0234238,
AskAPatient.fold-3.test,309774006,Weakness of limb,weakness in legs,C1836296 C0587246,C3714552 C1140621,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,161891005,Backache,back pain,C0004604,C0004604 C0677061 C1963071,C0004604 
AskAPatient.fold-3.test,39575007,Urine looks dark,dark urine,C0426396,C0426396,C0426396 
AskAPatient.fold-3.test,129565002,Disorder of muscle,myopathies,C0410794 C0026848,C0026848,C0026848 
AskAPatient.fold-3.test,404640003,Dizziness,Dizzy,C0012833 C1963093 C4032495 C0042571,C0012833,C0012833 
AskAPatient.fold-3.test,80449002,Muscle fatigue,fatigue in forearms,C0015672 C1995013 C2024893,C0015672 C2024893 C0016536,C0015672 C2024893 
AskAPatient.fold-3.test,274667000,Jaw pain,Jaw pains,C2015951 C0236000,C0022359 C0030193 C1273020,
AskAPatient.fold-3.test,48167000,Amnesia,memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,60238002,Muscle twitch,Deeper muscle twitches on thighs,C0231530,C0231530 C0039866,C0231530 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,386661006,Fever,fever,C0015967 C0424755,C0015967 C0424755,C0015967 C0424755 
AskAPatient.fold-3.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-3.test,386705008,Lightheadedness,light headedness,C0012833 C0220870,C0220870,C0220870 
AskAPatient.fold-3.test,60032008,Unable to concentrate,lack of concentration,C3827302 C0235198,C0235198,C0235198 
AskAPatient.fold-3.test,48167000,Amnesia,MEMORY LOSS,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-3.test,3545003,Diastolic dysfunction,diastolic dysfunction,C0749225 C2751808 C0520863,C2751808 C0749225 C0520863,C2751808 C0749225 C0520863 
AskAPatient.fold-3.test,102556003,Pain in upper limb,arm pain,C0239377,C0239377,C0239377 
AskAPatient.fold-3.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-3.test,78514002,Thigh pain,THIGH PAIN,C0241374,C0241374,C0241374 
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-3.test,404640003,Dizziness,dizziness,C0012833 C1963093 C4032495 C0042571,C0012833 C0042571 C1963093,C0012833 C1963093 C0042571 
AskAPatient.fold-3.test,4031011000036106,Crestor,Crestor,C1098080,C1098080,C1098080 
AskAPatient.fold-3.test,24693007,Fibromyalgia,fibromalgia,C0016053,,
AskAPatient.fold-3.test,386692008,Menorrhagia,heavy menstral cycles,C0025323,,
AskAPatient.fold-3.test,247592009,Poor short-term memory,short term memory loss,C0701811 C0025265,C0701811 C0025265,C0701811 C0025265 
AskAPatient.fold-3.test,418290006,Itching,itches,C0033774,,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-3.test,21252011000036100,morphine,MORPHINE,C0026549 C2698261,C0026549 C2698261,C0026549 C2698261 
AskAPatient.fold-3.test,404640003,Dizziness,occasional dizziness,C0012833 C1963093 C4032495 C0042571,C0012833 C0042571 C1963093,C0012833 C1963093 C0042571 
AskAPatient.fold-3.test,76948002,Severe pain,extreme pain,C0278140,C0030193,
AskAPatient.fold-3.test,102556003,Pain in upper limb,pain in arms,C0239377,C0030193 C0446516,
AskAPatient.fold-3.test,425772008,Tendonitis of foot,tendonitisis in heels,C1959850,C0039503 C0018870 C0175645,
AskAPatient.fold-3.test,32914008,Restless legs,restless leg syndrome,C0035258,C0035258,C0035258 
AskAPatient.fold-3.test,10601006,Pain in lower limb,leg pain,C0023222 C0839480,C0023222 C0839480,C0023222 C0839480 
AskAPatient.fold-3.test,396275006,Osteoarthritis,signs of osteoarthritis,C0409959 C0455444 C0029410 C0029408,C0263854 C0455572 C0586735 C0409929 C2893907 C0029410 C0029408 C0263746 C0409959,C0029410 C0029408 C0409959 
AskAPatient.fold-3.test,68962001,Myalgia,bad muscle pains,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,21496011000036106,prednisone,Prednisone 10mg,C0032952 C0065967,C0032952 C1328254,C0032952 
AskAPatient.fold-3.test,440630006,Irritable bowel syndrome characterised by constipation,irritable bowel syndrome of the sigmoid area and descending colon with obstipation and constipation,C0022104 C4069143 C0876988 C1963087 C0009806,C0022104 C1963087 C0496863 C0153439 C0221152 C0227389 C0496861 C0009806 C0227375 C4069143 C0227391 C0153435,C0022104 C1963087 C0009806 C4069143 
AskAPatient.fold-3.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,224960004,Tired,tired,C0557875,C0557875,C0557875 
AskAPatient.fold-3.test,301345002,Difficulty sleeping,hard to sleep,C3641752 C0235162,C0424522 C0037313 C0013144,
AskAPatient.fold-3.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-3.test,24184005,Finding of increased blood pressure,blood pressure slightly elevated,C0497247 C0232107,C0856882 C0428886 C2230142 C0005824 C0020538 C1272641 C0005823 C0497247 C0020649 C0180208 C0488053 C0428889 C2926615 C0725357,C0497247 
AskAPatient.fold-3.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-3.test,51590001,Increased pressure,head pressure,C1295665 C4014123 C0460139,C0235004,
AskAPatient.fold-3.test,6020002,Tinea pedis,Athlete's foot,C0040259,C0040259,C0040259 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,47933007,Foot pain,pain in feet,C0016512 C2016948,C0030193 C0016504,
AskAPatient.fold-3.test,2929011000036108,Nexium,nexium,C0939400,C0939400,C0939400 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,34095006,Dehydration,dehydration,C0011175 C1321013 C0034997 C1963090,C0011175 C1321013 C0034997 C1963090,C0011175 C1321013 C0034997 C1963090 
AskAPatient.fold-3.test,48167000,Amnesia,Memory Loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-3.test,289530006,Vaginal bleeding,vaginal bleeding,C0566967 C2979982,C0566967 C2979982 C0372564,C0566967 C2979982 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,56265001,Heart disease,coronary disease,C0018799,C1956346 C0010068,
AskAPatient.fold-3.test,10601006,Pain in lower limb,leg soreness,C0023222 C0839480,C0234233 C1140621,
AskAPatient.fold-3.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-3.test,386705008,Lightheadedness,light headed,C0012833 C0220870,C0220870,C0220870 
AskAPatient.fold-3.test,54981004,Charleyhorse,charley horses,C0277823,C0277823,C0277823 
AskAPatient.fold-3.test,77424011000036100,ubidecarenone,Co-Enzyme Q,C0056077,C3540790 C3540772 C3541394 C3540017 C3542456,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,26329005,Poor concentration,concentration is poor,C0233417,C0854379 C0004268 C0549409 C0086045,
AskAPatient.fold-3.test,4031011000036106,Crestor,Crestor,C1098080,C1098080,C1098080 
AskAPatient.fold-3.test,386705008,Lightheadedness,light headed,C0012833 C0220870,C0220870,C0220870 
AskAPatient.fold-3.test,80449002,Muscle fatigue,tiredness in leg,C0015672 C1995013 C2024893,C0015672 C0332575 C1140621,C0015672 
AskAPatient.fold-3.test,228158008,Walking disability,can barely walk,C0311394,,
AskAPatient.fold-3.test,95891005,Influenza-like illness,flu like symptoms,C0521839,C0392171,
AskAPatient.fold-3.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-3.test,48167000,Amnesia,Memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-3.test,49218002,Hip pain,Hip pain,C0030193,C0030193,C0030193 
AskAPatient.fold-3.test,76948002,Severe pain,Severe pain shoulder,C0278140,C0524469 C0037004 C0869975 C1283792 C0278140 C0524468,C0278140 
AskAPatient.fold-3.test,162031009,Indigestion,Indigestion,C0012238 C0013395,C0012238 C0013395,C0012238 C0013395 
AskAPatient.fold-3.test,162076009,Excessive upper gastrointestinal gas,GI difficulties,C0426623 C0426624,C1299586,
AskAPatient.fold-3.test,3384011000036100,Arthrotec,Arthrotec,C0210355,C0210355,C0210355 
AskAPatient.fold-3.test,248274002,Lack of energy,loss of energy,C0015672,C0015672,C0015672 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,35918011000036106,Cymbalta,cymbalta,C1505021,C1505021,C1505021 
AskAPatient.fold-3.test,29857009,Chest pain,Chest pain,C0008031 C2926613,C0008031 C2926613,C0008031 C2926613 
AskAPatient.fold-3.test,55300003,Muscle cramp,muscle spasms,C0026821,C0037763 C0700153,
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,249966004,Spasmodic movement,twitching,C1704276,C0033774 C0231530,
AskAPatient.fold-3.test,267036007,Dyspnoea,breathlessness,C0013404,C0425446 C0013404,C0013404 
AskAPatient.fold-3.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,161882006,Stiff neck,stiff neck,C0151315,C0151315 C0427043,C0151315 
AskAPatient.fold-3.test,224960004,Tired,Very very tired,C0557875,C0557875,C0557875 
AskAPatient.fold-3.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,28551000168108,Voltaren,voltaren,C0699958 C0592264,C0699958 C0592264,C0699958 C0592264 
AskAPatient.fold-3.test,102491009,Immobile,highly immobile,C0231441,C0231441,C0231441 
AskAPatient.fold-3.test,300954003,Pain in calf,calf muscles painful to touch,C0236040,C0448482 C0030193 C1269903,
AskAPatient.fold-3.test,228148009,Fine motor impairment,loss of fine motor skills,C0556281,C0026612,
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,419145002,Nightmares,nightmares,C3887605 C0028084,C3887605 C0028084,C3887605 C0028084 
AskAPatient.fold-3.test,76948002,Severe pain,Severe muscle pain in shoulders,C0278140,C0231528 C4050465 C0264097 C4050466 C0037004 C1963177 C1547231 C1547227 C1561581,
AskAPatient.fold-3.test,63102001,Visual disturbance,Vision is giving me problems,C0547030 C0029844 C0348571,C0033213 C2081614 C2707266 C0042789,
AskAPatient.fold-3.test,267073005,Suicidal,suicidal,C0438696,C0438696,C0438696 
AskAPatient.fold-3.test,267036007,Dyspnoea,shortness of breath,C0013404,C0748649 C4054349 C0013404 C2707305,C0013404 
AskAPatient.fold-3.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-3.test,84229001,Fatigue,fatigued,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-3.test,246636008,Blurred vision - hazy,blurring vision,C0344232,C0344232,C0344232 
AskAPatient.fold-3.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-3.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,25064002,Headache,head pain,C0018681 C2096315,C0018681,C0018681 
AskAPatient.fold-3.test,30989003,Knee pain,pain in both knees,C0231749,C0030193 C0022742,
AskAPatient.fold-3.test,45326000,Shoulder pain,shoulder pain was unbearable,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
AskAPatient.fold-3.test,281794004,Viral upper respiratory tract infection,viral upper respiratory infection,C0852135 C0149725 C0852110 C0035243 C1390582 C0851639 C0581381 C0009443 C0264222 C0339916 C1579506 C0041912,C2169609 C0865784 C0009443 C0810016 C2062439 C2074970 C0729519 C0729531 C0264222 C0339916 C0853832 C0041912,C0009443 C0264222 C0339916 C0041912 
AskAPatient.fold-3.test,309538000,Numbness of foot,Numbness in toes,C0239649,C0587056,
AskAPatient.fold-3.test,16973004,Limping,significant limp,C1456822 C0311395 C3669029,C0311395,C0311395 
AskAPatient.fold-3.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-3.test,25064002,Headache,dull headaches,C0018681 C2096315,C0239885,
AskAPatient.fold-3.test,80313002,Palpitations,heart palpitations,C0030252 C3160712,C0018787 C0425596 C0030252 C3160712,C0030252 C3160712 
AskAPatient.fold-3.test,51197009,Stomach cramps,Painful stomach cramps,C0344375,C0344375 C0030193,C0344375 
AskAPatient.fold-3.test,271681002,Stomach ache,stomach discomfort,C0235309 C0221512,C0235309,C0235309 
AskAPatient.fold-3.test,40917007,Confusion,very confused,C0009676 C0683369 C2712099 C1963086,C0009676 C0683369 C1547301,C0009676 C0683369 
AskAPatient.fold-3.test,301345002,Difficulty sleeping,trouble sleeping,C3641752 C0235162,C0424522 C0037313 C4050403,
AskAPatient.fold-3.test,418290006,Itching,very severe itching,C0033774,C0033774 C0231530 C4050419,C0033774 
AskAPatient.fold-3.test,161873000,Heavy legs,lead legs,C0581911,C1140621 C1442948,
AskAPatient.fold-3.test,274279008,Renal pain,pain in my kidney area,C0558489,C0022646 C0030193 C0227665,
AskAPatient.fold-3.test,404640003,Dizziness,dizziness,C0012833 C1963093 C4032495 C0042571,C0012833 C0042571 C1963093,C0012833 C1963093 C0042571 
AskAPatient.fold-3.test,26329005,Poor concentration,trouble concentrating,C0233417,C3274940,
