AskAPatient.fold-1.test,21545007,Tenalgia,tendonitis,C0231529,C0039503,
AskAPatient.fold-1.test,286651000,Fragile self-esteem,feeling a fragility,C0564481,C1527305 C0013987,
AskAPatient.fold-1.test,248096004,Lack of libido,SEX DRIVE GONE,C2981158,C0023618,
AskAPatient.fold-1.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-1.test,7973008,Abnormal vision,visual anomalies,C3665386 C0234622,,
AskAPatient.fold-1.test,84445001,Joint stiffness,Joint Stiffness,C0427009 C0162298,C0162298,C0162298 
AskAPatient.fold-1.test,281245003,Musculoskeletal chest pain,Chest muscle pains,C0476280,C0224337 C0030193,
AskAPatient.fold-1.test,162116003,Urinary frequency,frequent sudden urges to go pee that came out with a force that sprayed everywhere,C0042023,C0233601 C0016533,
AskAPatient.fold-1.test,13164000,Reduced visual acuity,Vision reduced,C0234632,C2707266 C0042789,
AskAPatient.fold-1.test,60238002,Muscle twitch,legs twitching,C0231530,C0033774 C1140621 C0231530,C0231530 
AskAPatient.fold-1.test,39104002,Illness,sick,C0221423,,
AskAPatient.fold-1.test,56608008,Pain in wrist,wrist pain,C0221785,C0221785,C0221785 
AskAPatient.fold-1.test,82991003,Generalised aches and pains,Aches and pain from head to toe,C0281856,C0234238 C0152336 C0030193 C0040357 C0018670,
AskAPatient.fold-1.test,128239009,Injury of nervous system,neurological damage,C0751792,C3845870 C2707261 C0010957,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,78860006,Heavy feeling in eyelids,heaviness in eyes,C0234659,C0015392,
AskAPatient.fold-1.test,247373008,Ankle pain,hurt from my ankles to my hips,C0238656,C0019552,
AskAPatient.fold-1.test,101000119102,Numbness and tingling sensation of skin,buzzing sensation in leg,C2242996 C0020580 C0028643 C0427116,C1140621 C2229507 C0542538,
AskAPatient.fold-1.test,4031011000036106,Crestor,Crestor,C1098080,C1098080,C1098080 
AskAPatient.fold-1.test,3066011000036105,Olmetec,Olmetec(olmesartan),C4042831,,
AskAPatient.fold-1.test,230690007,Cerebrovascular accident,stroke,C0038454,C0038454,C0038454 
AskAPatient.fold-1.test,37796009,Migraine,Migranes,C0724401 C0149931,,
AskAPatient.fold-1.test,21779011000036103,cortisone,cortison shots,C0010137,C0010137 C0020268,C0010137 
AskAPatient.fold-1.test,267031002,Tiredness symptom,tiredness,C0558486,C0015672 C0332575,
AskAPatient.fold-1.test,285365001,Pain in toe,pain in their toes,C0241416,C0030193 C0040357,
AskAPatient.fold-1.test,10601006,Pain in lower limb,pain in leg,C0023222 C0839480,C0023222,C0023222 
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,161873000,Heavy legs,heaviness in the legs,C0581911,C1140621,
AskAPatient.fold-1.test,56265001,Heart disease,heart disease,C0018799,C2186266 C0018799,C0018799 
AskAPatient.fold-1.test,4171011000036100,Celebrex,Celebrx,C0719198,,
AskAPatient.fold-1.test,399269003,Arthropathy,feels like my joints don't want to work,C0022408,C0013987,
AskAPatient.fold-1.test,202882003,Plantar fasciitis,Severe plantar faciitis,C0149756,C4050465 C0264097 C4050466 C0242693 C1547227 C0442036 C1547231 C1561581,
AskAPatient.fold-1.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-1.test,118932009,Disorder of foot,problems with feet,C0016510,C0033213 C2081614 C0016504,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-1.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,7011001,Hallucinations,halucinations,C0018524,C0018524,C0018524 
AskAPatient.fold-1.test,289530006,Vaginal bleeding,vaginal bleeding,C0566967 C2979982,C0566967 C2979982 C0372564,C0566967 C2979982 
AskAPatient.fold-1.test,299110002,Finger joint locking,locking fingers,C0575878,C0016129 C0947619 C0233660 C0947620,
AskAPatient.fold-1.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,68566005,Urinary tract infection,urinery tract infection,C0749975 C0042029 C0877131 C1827894 C0268821 C0235815 C2368866 C0262655 C1611165 C0242147 C1279247,C0275524 C0009450 C0012683 C0729555 C0276041 C3714514 C0035637 C1185740 C0747002,
AskAPatient.fold-1.test,124054003,Increased cholesterol esters,high cholesterol,C1522133 C3536712 C0595929 C0595930 C0549399 C1291155 C3276464 C1291156 C0020443 C0020445,C1522133 C0020443,C1522133 C0020443 
AskAPatient.fold-1.test,309521004,Numbness of hand,numbness hands,C0239832,C0020580 C0028643 C0018563,
AskAPatient.fold-1.test,22253000,Pain,painful,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,247592009,Poor short-term memory,short term memory dysfunction,C0701811 C0025265,C0701811 C0025265 C0277785,C0701811 C0025265 
AskAPatient.fold-1.test,246975001,Scleral icterus,yellow eyes,C0240962,C0848416,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,40144003,Morning stiffness - joint,stiff upon waking,C0457086,C0442696,
AskAPatient.fold-1.test,10601006,Pain in lower limb,legs are killing me,C0023222 C0839480,C1140621,
AskAPatient.fold-1.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-1.test,271587009,Stiffness,finger stiffness,C0427008,C0239596,
AskAPatient.fold-1.test,271807003,Rash,rash,C0015230,C0015230,C0015230 
AskAPatient.fold-1.test,301345002,Difficulty sleeping,lousy sleeping at night,C3641752 C0235162,C0424522 C0037313 C4050403,
AskAPatient.fold-1.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,84229001,Fatigue,fatique,C0015672 C4050243,,
AskAPatient.fold-1.test,29542008,Uterine spasm,severe uterine cramping,C0151998,C0026821 C1306232 C0042149 C1446787,
AskAPatient.fold-1.test,30989003,Knee pain,knee pain,C0231749,C0231749,C0231749 
AskAPatient.fold-1.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,4171011000036100,Celebrex,Celebrex,C0719198,C0719198,C0719198 
AskAPatient.fold-1.test,36630001,Deep pain,deep pain- like gas pains,C0234229,C0476289 C0234229,C0234229 
AskAPatient.fold-1.test,284252000,Unable to make a fist,can't make a fist,C1299582,,
AskAPatient.fold-1.test,68962001,Myalgia,deep muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-1.test,102480002,Generalised acute body pains,felt like a truck hit me,C0686728,C2919111 C0275626,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-1.test,3384011000036100,Arthrotec,arthrotec 50,C0210355,C0731334 C0210355,C0210355 
AskAPatient.fold-1.test,22253000,Pain,so much pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,49218002,Hip pain,hip pain,C0030193,C0267028 C0019559 C1963082,
AskAPatient.fold-1.test,3723001,Arthritis,Arthritis,C3267876 C0003864,C3267876 C0003864,C3267876 C0003864 
AskAPatient.fold-1.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,449917004,Cramp in lower limb,muscle spasms in leg,C3266180 C3266179,C1140621 C0037763 C0700153,
AskAPatient.fold-1.test,161891005,Backache,wicked back pain,C0004604,C0004604 C0677061 C2937302 C1963071,C0004604 
AskAPatient.fold-1.test,6142004,Influenza,flu,C0021400,C0021400,C0021400 
AskAPatient.fold-1.test,279039007,Low back pain,lower back pain,C0024031,C2168111 C0024031,C0024031 
AskAPatient.fold-1.test,271832001,Flatulence, eructation and gas pain,diarreah cramping,C0476289 C1962956 C0016204 C0014724,C0026821 C1446787,
AskAPatient.fold-1.test,29857009,Chest pain,chest hurt,C0008031 C2926613,C0817096,
AskAPatient.fold-1.test,161891005,Backache,back pain,C0004604,C0004604 C0677061 C1963071,C0004604 
AskAPatient.fold-1.test,25064002,Headache,bad headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-1.test,48167000,Amnesia,Memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-1.test,225624000,Panic attack,mild panic attack,C0086769,C0086769,C0086769 
AskAPatient.fold-1.test,214264003,Lethargy,lethargic,C0023380,C0023380,C0023380 
AskAPatient.fold-1.test,309538000,Numbness of foot,numbness in my feet,C0239649,C0020580 C0028643 C0016504,
AskAPatient.fold-1.test,13791008,Asthenia,weakness,C0004093,C3714552,
AskAPatient.fold-1.test,240015000,Contracture of tendon of ankle region,achilles tendon tightness,C1176460 C2117118 C1261192,C0263970 C0263933 C0920065 C0149846 C0001074,
AskAPatient.fold-1.test,698065002,Acid reflux,acid reflux,C0017168,C0017168,C0017168 
AskAPatient.fold-1.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-1.test,57676002,Arthralgia,sore joints,C0003862,C0234233,
AskAPatient.fold-1.test,37567005,Acenaesthesia,my sense of well being has taken a sudden decline,C0233404,C3665438,
AskAPatient.fold-1.test,47933007,Foot pain,feet hurt,C0016512 C2016948,C0016504,
AskAPatient.fold-1.test,238131007,Overweight,overweight,C0497406,C0497406,C0497406 
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor (atorvastatin),C0593906,C0286651 C0593906,C0593906 
AskAPatient.fold-1.test,309537005,Numbness of lower limb,numbness in both legs,C0587055 C2128237,C0020580 C0028643 C1140621,
AskAPatient.fold-1.test,282145008,Unable to walk,unable to walk,C0560046,C0560046,C0560046 
AskAPatient.fold-1.test,12063002,Rectal haemorrhage,rectal bleeding,C0267596 C0158951,C0267596 C0018932,C0267596 
AskAPatient.fold-1.test,95891005,Influenza-like illness,i felt like I always had the flu,C0521839,C0021400,
AskAPatient.fold-1.test,21238011000036103,oestradiol,Estrace,C1589604 C0337434 C0014912,C0699352,
AskAPatient.fold-1.test,57676002,Arthralgia,finger joint pain similar to arthritis,C0003862,C0263776 C0003864 C0003862 C0541786 C0016129 C1963066 C0158026 C1405877 C1328469 C0003873,C0003862 
AskAPatient.fold-1.test,39423001,Stammering,Stuttering,C0038506 C0038131,C0038506,C0038506 
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,57676002,Arthralgia,joint pains,C0003862,C0030193,
AskAPatient.fold-1.test,44548000,Hyperactive behaviour,hyperactive,C0424295,C0424295,C0424295 
AskAPatient.fold-1.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-1.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,431416001,Menstrual cramp,menstrual cramps,C0013390,C0013390 C1698508,C0013390 
AskAPatient.fold-1.test,81680005,Neck pain,neck pain,C0007859 C1963180,C0007859 C1963180,C0007859 C1963180 
AskAPatient.fold-1.test,13791008,Asthenia,weakness,C0004093,C3714552,
AskAPatient.fold-1.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-1.test,3298011000036103,Lipex,LIPEX,,,
AskAPatient.fold-1.test,102556003,Pain in upper limb,pain in arm,C0239377,C0239377,C0239377 
AskAPatient.fold-1.test,62507009,Pins and needles,finger pins and needles,C0423572,C0016129 C0423572,C0423572 
AskAPatient.fold-1.test,36031001,Burning feet,heel is hot,C0231772,C0018870,
AskAPatient.fold-1.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-1.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-1.test,26544005,Muscle weakness,No strength,C0030552 C0151786 C1834451,,
AskAPatient.fold-1.test,6206011000036109,Lipitor 40 mg tablet: film-coated,Lipitor 40 mg,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,22253000,Pain,pains,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-1.test,448589005,Arthritis of hand,severe swolen/inflamation of the fingers/hand,C0263776 C2239149 C0409208 C3697769,C1306232 C0947620 C0021368 C0016129 C0947619 C0018563,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,162059005,Upset stomach,sick to my stomach,C0235309,C0038351,
AskAPatient.fold-1.test,10601006,Pain in lower limb,lower legs hurt,C0023222 C0839480,C0230446 C1140621,
AskAPatient.fold-1.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-1.test,80182007,Irregular menstruation,Timing off for a true period,C0156404,C0025344,
AskAPatient.fold-1.test,228158008,Walking disability,can hardly walk,C0311394,,
AskAPatient.fold-1.test,309087008,Paraesthesia of foot,Toe tinglingling,C0239652,C0064153 C0877495 C0235050 C0850630 C2116331 C2219736 C0542238 C2116338 C0877462 C0877487 C0877502 C2116460 C2242996 C0040357 C0343421 C2116364 C1281589 C2116385,
