AskAPatient.fold-7.test,162221009,Restlessness,restless,C3887611 C0085631 C3887612,C3887611 C0085631,C3887611 C0085631 
AskAPatient.fold-7.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,43498006,Body fluid retention,fluid retention,C0268000,C0268000,C0268000 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,248274002,Lack of energy,Decreased energy,C0015672,C0015672 C1135809 C0455769,C0015672 
AskAPatient.fold-7.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,68962001,Myalgia,muscle ache,C0231528,C0231528,C0231528 
AskAPatient.fold-7.test,65124004,Swelling,swelling,C0038999,C0038999,C0038999 
AskAPatient.fold-7.test,247441003,Erythema,erithema,C0041834,,
AskAPatient.fold-7.test,249898006,Slow on legs,MOVE SLOW,C0427006,C0578671 C0560560,
AskAPatient.fold-7.test,4422011000036109,Noten,noten,,,
AskAPatient.fold-7.test,14760008,Constipation,constipation,C0949135 C1963087 C0009806,C1963087 C0009806,C1963087 C0009806 
AskAPatient.fold-7.test,60032008,Unable to concentrate,could'nt concentrate,C3827302 C0235198,,
AskAPatient.fold-7.test,16046003,Muscle rigidity,Muscle Stiffness,C0026837,C0221170,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Litpitor,C0593906,,
AskAPatient.fold-7.test,76948002,Severe pain,extreme pain in thigh muscles,C0278140,C0241374,
AskAPatient.fold-7.test,95418008,Muscle spasms of head AND/OR neck,cramping neck muscels,C0152336 C2137077 C0700153 C1550557 C0027530 C0037763 C0018670,C0795701,
AskAPatient.fold-7.test,419723007,Mentally dull,brain fog,C1621860,C0006104,
AskAPatient.fold-7.test,102551008,Cramp in foot,feet are cramping,C0178422,C0026821 C0016504 C1446787,
AskAPatient.fold-7.test,21885011000036105,ibuprofen,ibuprofen,C0020740 C2714681 C3491417,C0020740 C2714681 C3491417,C0020740 C2714681 C3491417 
AskAPatient.fold-7.test,422400008,Vomiting,throw up,C0042963 C1963281,C0560512,
AskAPatient.fold-7.test,62507009,Pins and needles,tingling in my arms,C0423572,C2242996 C0446516,
AskAPatient.fold-7.test,267949000,Shoulder joint pain,joint pain in my shoulders,C0423670,C1963066 C0003862 C0037004,
AskAPatient.fold-7.test,422587007,Nausea,Nausea,C1963179 C0027497,C1963179 C0027497,C1963179 C0027497 
AskAPatient.fold-7.test,247373008,Ankle pain,ankles started aching,C0238656,C0234238,
AskAPatient.fold-7.test,56317004,Alopecia,Alopecia,C0002170 C3670865,C0002170 C3670865,C0002170 C3670865 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,288231001,Myalgia/myositis - lower leg,leg muscle inflamed,C0231528 C0230446 C1140621 C0027121,C0224456,
AskAPatient.fold-7.test,419723007,Mentally dull,fogginess,C1621860,C1704522,
AskAPatient.fold-7.test,419723007,Mentally dull,Mental fogginess,C1621860,C1704522 C2328206,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,13791008,Asthenia,extreme fatigue,C0004093,C0015672,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,16386004,Dry skin,skin is so dry,C0151908 C1963094,,
AskAPatient.fold-7.test,399153001,Vertigo,VERTIGO LIKE SYMPTONS,C0042571 C1564535 C1135208,C0042571 C2096293,C0042571 
AskAPatient.fold-7.test,288332005,Unable to lift,limits my ability lift anything,C0565673,C0181620,
AskAPatient.fold-7.test,16269008,Neuralgia,neuralgia,C0027796,C0231528 C0027796,C0027796 
AskAPatient.fold-7.test,35489007,Depression,DEPRESSION,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-7.test,57676002,Arthralgia,JOINT PAIN,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,278040002,Loss of hair,hair loss,C0002170,C0002170,C0002170 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,47933007,Foot pain,my feet hurt,C0016512 C2016948,C0016504,
AskAPatient.fold-7.test,310497006,Severe depression,extreme depression,C0588008,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,57676002,Arthralgia,pain in major joints,C0003862,C0030193,
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,14151009,Hyperaesthesia,senistivity in the palms and soles of my feet,C0020453 C0235006,C0230463 C0016504,
AskAPatient.fold-7.test,288230000,Myalgia/myositis -pelvis/thigh,MUSCLE PAINS IN MY HIPS,C0231528 C0030797 C0027121 C0039866,C0231528 C0019552 C1963177,C0231528 
AskAPatient.fold-7.test,931804011000036107,omega-3-acid ethyl esters-90,omega 3 fish oil,C1532673 C4028176,C0016157 C0015689,
AskAPatient.fold-7.test,278040002,Loss of hair,hair loss,C0002170,C0002170,C0002170 
AskAPatient.fold-7.test,274663001,Acute pain,sudden horriable grabbing pain in one ankle,C0184567,C0030193 C0179081,
AskAPatient.fold-7.test,275319005,Swollen legs,swollen legs,C0581394,C0581394,C0581394 
AskAPatient.fold-7.test,56731001,Hypertonia,tightening of neck muscles,C0026826,C1306868 C1269045 C0027532 C0015726,
AskAPatient.fold-7.test,80313002,Palpitations,heart palputations,C0030252 C3160712,C0018787,
AskAPatient.fold-7.test,10601006,Pain in lower limb,pain in my lower legs and feet,C0023222 C0839480,C0023216 C0030193,
AskAPatient.fold-7.test,47933007,Foot pain,pain in their feet,C0016512 C2016948,C0030193 C0016504,
AskAPatient.fold-7.test,298941006,Swelling of wrist joint,swelling wrists,C0575712,C0241760,
