225610004,Stiff limbs,joint stiffness in feet,C0013987 C1527305 C0546816 C0332575 C0015672,C0557875,
426206001,Constant pain,constant pain,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144 
225609009,Stiff legs,left leg 	 below the knee 	 experienced stiffness,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
278040002,Loss of hair,hair was falling off,C0037011,C0423670,
267031002,Tiredness symptom,TIREDNESS,C0021400 C0870814,C0521839,
13791008,Asthenia,weakness,C0593906,C0593906,C0593906 
162059005,Upset stomach,upset stomach,C2199213 C0235299 C0000737 C0238552 C0277969 C0694551 C0423651 C0423646 C0238551 C0581869,C0499476 C0423653 C0581869 C1875603 C0000737,C0000737 C0581869 
13791008,Asthenia,debilitated,C0023618 C0424400,C0011124,
3877011000036101,Lipitor,Lipitor,C1140621,C0311394,
3384011000036100,Arthrotec,arthrotec 75,C2024893 C0015672,C4050243 C0015672,C0015672 
267052005,Flatulence/wind,Flatulance,C0030193,C0278140,
228158008,Walking disability,hard to walk,C0031843 C0018787 C1705273,C1290383,
6142004,Influenza,flu bug,C0030193,C1882272 C2598155 C0030193,C0030193 
55300003,Muscle cramp,cramping feeling,C3280432 C2186532 C0023895 C0455417,C2186532 C0023895 C0455417,C2186532 C0023895 C0455417 
90673000,Burning sensation,burning,C0030193,C1882272 C2598155 C0030193,C0030193 
247753000,Loss of interest,wanting to quit everything and give up,C0000729 C3888418,C0232488,
203095000,Spasm of back muscles,severe cramping in my back,C0003537,C0003537,C0003537 
21288011000036105,diclofenac,Cataflam,C0596601,C0426623 C0426624,
84229001,Fatigue,fatigue,C0030193 C0019552,C0030193,C0030193 
77424011000036100,ubidecarenone,CO-Q10,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
3877011000036101,Lipitor,Lipitor,C0231528,C0231528,C0231528 
161891005,Backache,back discomfort,C3714552,C0004093,
302226006,Peripheral neuropathy,peripheral neuropathy in my hands,C2024893 C0015672,C1995013 C2024893 C0015672,C2024893 C0015672 
271587009,Stiffness,stiffness,C0588008,C0588008,C0588008 
3530011000036104,Lopid,Lopid,C0917801,C0917801 C1963237 C1950154,C0917801 
3877011000036101,Lipitor,Lipitor,C2096293 C0042571,C1135208 C0042571 C1564535,C0042571 
426965005,Aphthous ulcer,canker sores,C0027051,C0027051 C2926063 C0455406 C0428953 C3810814 C0155626 C0155668 C0948369 C3845502,C0027051 
77424011000036100,ubidecarenone,CoQ10,C0241863,C0011849 C1313937,
236071009,Chronic diarrhoea,chronic diarrhea,C0086045 C0004268 C0854379 C0549409,C3827302 C0235198,
21662011000036107,metoprolol,metoptolol,C0025344 C2129647 C0019080,C0425945,
247464001,Blistering rash,Rash with blisters,C0000726 C0000737,C0232486,
76948002,Severe pain,extreme pain,C1170373,C0700760,
77424011000036100,ubidecarenone,CQ10,C0151315 C0427043,C0151315,C0151315 
74323005,Pain in elbow,elbow pain,C0593906,C0593906,C0593906 
22253000,Pain,pain,C0009214 C0524087,C0009214,C0009214 
3877011000036101,Lipitor,Lipitor,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
386705008,Lightheadedness,light headed,C0005686 C2186525 C0558976 C0016977,C0005686 C0876968 C0016977,C0005686 C0016977 
36955009,Loss of taste,loss of taste for salt and sugars,C0056077,C0056077,C0056077 
162076009,Excessive upper gastrointestinal gas,bad gas,C0593906,C0593906,C0593906 
48532005,Muscle strain,strained muscles,C0037313 C0013144,C0013144,C0013144 
55300003,Muscle cramp,cramping,C0023218,C3266179 C3266180,
162076009,Excessive upper gastrointestinal gas,gastric problems,C0026821 C1446787 C1306232,C0026821,C0026821 
53057004,Hand pain,pain in hands,C0002170,C0002170,C0002170 
3877011000036101,Lipitor,Lipitor,C0231528 C1963177,C0231528,C0231528 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
12584003,Bone pain,bone/joint pain,C0026821 C1446787,C0026821,C0026821 
26237000,Ankle oedema,ankles swelling,C0013987 C1527305 C0021400 C1306232,C0231218,
3877011000036101,Lipitor,Lipitor,C0241314,C0424430,
162076009,Excessive upper gastrointestinal gas,gas,C0237886 C2081614 C0033213,C0237938 C0017173 C2081614 C0744333 C2707256 C2987128 C0184122 C0809794 C0017181 C0017185 C2987127 C1185740 C2987129 C1141929 C0687713 C0948566 C1261141 C0226884 C2697368 C0033213,C2081614 C0033213 
426206001,Constant pain,Intense and constant pain in legs,C0000729 C3888418,C0426623 C0426624,
386807006,Memory impairment,memory problems,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
387603000,Impairment of balance,AFFECTED MY BALANCE,C0588008,C0588008,C0588008 
45326000,Shoulder pain,soreness in shoulders,C2242996,C0423572,
39104002,Illness,sickness,C0593906,C0593906,C0593906 
76948002,Severe pain,EXTREME PAIN IN SHOULDERS,C0033774 C0231530,C0475858,
40917007,Confusion,confusion,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
289903006,Menopause present,Menopausal,C0008031 C2926613,C0008031 C2926613,C0008031 C2926613 
14760008,Constipation,constipated,C4050466 C1547227 C4050465 C1547231 C0264097 C1561581,C0085631,
16331000,Heartburn,heartburn,C0231528 C1963177,C0231528,C0231528 
161891005,Backache,very painful muscle aches back,C0020443 C1522133,C3536712 C1522133 C3276464 C0020445 C0595929 C1291155 C0020443 C0549399 C1291156 C0595930,C1522133 C0020443 
86044005,Amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,C1306232 C0231749,C0278140,
3877011000036101,Lipitor,Lipitor,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
301345002,Difficulty sleeping,Difficulty sleeping,C0234964,C0234964,C0234964 
162076009,Excessive upper gastrointestinal gas,glossitis,C1405033 C0230168 C0020517 C0520946 C0016470 C0011432 C0151206 C4062895 C0441750 C0577628 C0013182 C0000726 C0301925 C0085636 C0079840 C0585186 C0037296 C0949570,C0020453 C0235006,
22253000,Pain,pain,C0593906,C0593906,C0593906 
87715008,Aptyalism,dry mouth,C0678181,C0678181,C0678181 
449917004,Cramp in lower limb,leg and foot cramps,C0018563,C0239832,
3904011000036106,Zocor,Zocor,C0018563 C2242996,C0239836,
248255005,Cannot sleep at all,could not sleep,C0025320 C0567312 C0993589 C0206158,C0232984 C0025320,C0025320 
3723001,Arthritis,severe arthritis,C0025265 C0701811,C0025265 C0701811,C0025265 C0701811 
21662011000036107,metoprolol,Lopressor,C0221512 C1963242,C0235309 C0221512,C0221512 
267044007,Impaired exercise tolerance,impaired my ability to take long walks,C0015450 C2242996,C0423572,
84229001,Fatigue,fatigue,C0442874 C0042075 C0230461 C1279999,C0494489 C3662005,
162076009,Excessive upper gastrointestinal gas,gas,C0433056,C0433056,C0433056 
54586004,Lower abdominal pain,severe lower abdominal pain/cramping,C0442739,C0547030 C0348571 C0029844,
25064002,Headache,Headache,C0220870 C1527305 C0013987,C0012833 C0220870,C0220870 
3877011000036101,Lipitor,Lipitor,C0393760,C3176516 C0393760,C0393760 
288231001,Myalgia/myositis - lower leg,muscle aches in my legs,C0391850 C1550472 C0034107,C0436783 C0476453 C0580944 C0476454 C0436781,
88092000,Muscle atrophy,muscle disintegration/degeneration,C0446516,C0541794 C0026846,
23056005,Sciatica,sciatica,C0344315 C0520887,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0520887 C0344315 
22253000,Pain,pain,C0593906,C0593906,C0593906 
49727002,Cough,cough,C0005575 C0042874 C0042839 C0072506 C0078364 C0003968 C0063919 C0042866 C2064899 C0664095 C0201898 C3537249 C0042890 C0035527 C0016410,C0673746 C0003968 C0201898 C0063919,C0003968 C0063919 C0201898 
3384011000036100,Arthrotec,Arthrotec,C0038351,C0235309,
248581005,Rapid shallow breathing,rapid shallow breathing,C0030193,C0236040,
18963009,Mood swings,MOOD SWINGS,C0577887,C0577887,C0577887 
45326000,Shoulder pain,shoulder pain,C0027497 C1306232,C0027497 C1963179,C0027497 
162076009,Excessive upper gastrointestinal gas,gas,C1882272 C2598155 C0030193,C1882272 C2598155 C0030193,C1882272 C2598155 C0030193 
271681002,Stomach ache,stomach pains,C2081614 C0033213,C0030469,
55300003,Muscle cramp,cramps,C0012833 C0042571 C1963093,C0012833 C0042571 C1963093 C4032495,C0012833 C0042571 C1963093 
225581002,Sight deteriorating,decreased eye sight,C2024893 C0015672,C4050243 C0015672,C0015672 
55929007,Feeling irritable,irritable,C1140621 C0030193,C0839480 C0023222,
49218002,Hip pain,Joint pain in hips,C0593906,C0593906,C0593906 
63102001,Visual disturbance,eye sight changes,C0022107,C0022107,C0022107 
3877011000036101,Lipitor,Lipitor,C0812395 C0017562,C0017563,
49218002,Hip pain,pain around the hipjoints,,C0056077,
68962001,Myalgia,muscle pain,C0025260 C2081614 C0700327 C0033213,C1636063 C1963167 C0233794,
247640008,Unable to think clearly,frequently unable to think clearly,C0231528 C1963177,C0231528,C0231528 
35489007,Depression,DEPRESSED,C0018787 C1828220,C0425585,
43498006,Body fluid retention,Water retention,,C0311394,
55300003,Muscle cramp,muscle cramps,C0020175,C0020175,C0020175 
386807006,Memory impairment,memory problems,C0085639,C0085639 C0000921,C0085639 
37796009,Migraine,migranes,C0231528 C1963177,C0278140,
13791008,Asthenia,extreme fatigued,C0947620 C0016129 C0947619 C0234238,C0239589,
248255005,Cannot sleep at all,unable to sleep,C0030193,C1882272 C2598155 C0030193,C0030193 
246636008,Blurred vision - hazy,little blurred vision,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0151602,C0151602,C0151602 
16973004,Limping,limp,C0003862 C1963066,C0003862,C0003862 
4031011000036106,Crestor,Crestor,C0234233,C0003862,
68962001,Myalgia,overall muscle soreness,C3714552,C0004093,
21678011000036102,meloxicam,Meloxicam,C1549594 C0026649,C0231589,
698065002,Acid reflux,Acid Reflux,C0011991 C1963091,C0011991 C0474498,C0011991 
54981004,Charleyhorse,charley horses in feet,C0009319,C0009319 C0267550 C1963084,C0009319 
62507009,Pins and needles,tingling in arm and hand,C0007286 C3863056 C3862484,C0007286 C3863056 C3862484,C0007286 C3863056 C3862484 
29857009,Chest pain,chest pains,C0700763,C0700763,C0700763 
14669001,Acute renal failure,acute kidney failure,C0038351,C0235309,
76948002,Severe pain,severe pain in hand,C0719198,C0719198,C0719198 
246636008,Blurred vision - hazy,blurred vision,C0344232,C0344232,C0344232 
80449002,Muscle fatigue,Extreme muscle fatigue,C0442874 C0042075,C0442874 C0042075,C0442874 C0042075 
246636008,Blurred vision - hazy,blurring eyesight,C0857336 C0578504 C2239188 C0241364 C0234655 C0241413 C0241057 C0239814 C0241660 C0238981 C0085624,C0241057 C0578504 C0241413 C0234655 C0085624,C0578504 C0234655 C0241413 C0241057 C0085624 
267031002,Tiredness symptom,tiredeness,C0446516 C0030193,C0239377,
56608008,Pain in wrist,wrist pain,C0593906,C0593906,C0593906 
277521002,Loss of motivation,not motivated to do anything,C2024893 C0015672,C4050243 C0015672,C0015672 
13791008,Asthenia,extreme fatigue,C3665375 C0031354,C0236071,
55929007,Feeling irritable,very irritable,C0751295 C0002622,C3824794 C0002622,C0002622 
418290006,Itching,itching,C0592264 C0699958,C0592264 C0699958,C0592264 C0699958 
248490000,Bloating symptom,bloating,C1567522 C0017245 C1567533 C1567608,C0017245,C0017245 
38341003,Hypertension,Elevated blood pressure,C0593906,C0593906,C0593906 
39575007,Urine looks dark,dark urine,C0039516 C0030193,C0039516,C0039516 
386661006,Fever,fever,C0043047,C3257803,
47004009,Dysphonia,Difficulty speaking,C0333641,C0541794 C0026846,
21343011000036103,atorvastatin,Atorvastatin generic,C0023218,C3266179 C3266180,
386033004,Neuropathy,Severe neuropathy,C0593906,C0593906,C0593906 
288231001,Myalgia/myositis - lower leg,muscle aches in calves,C0392674,C0392674,C0392674 
3877011000036101,Lipitor,lipitor,C0231528 C1963177,C0231528,C0231528 
286641001,Moody,moodiness,C2081614 C0039869 C0033213,C0233417,
76948002,Severe pain,severe muscle pain in elbow,C0849970,C0849970,C0849970 
698065002,Acid reflux,acid reflux,C0372564 C0566967 C2979982,C0566967 C2979982,C0566967 C2979982 
289195008,Slurred speech,slurred speech,C0026821 C1446787,C0026821,C0026821 
309539008,Numbness of toe,Numbness in all toes,C2024893 C0015672,C4050243 C0015672,C0015672 
35489007,Depression,depression,C0025320 C0567312 C0993589 C0206158,C0567312,C0567312 
3877011000036101,Lipitor,Lipitor,C0030193 C0162298,C0003862,
3877011000036101,Lipitor,lipitor,C2024893 C0015672,C4050243 C0015672,C0015672 
10601006,Pain in lower limb,leg pain,C0016382,C0005874 C1962957 C0016382,C0016382 
77435011000036104,ascorbic acid,vitamin C,C1971624 C0426579 C0003123,C1971624 C0426579 C0003123,C1971624 C0426579 C0003123 
88092000,Muscle atrophy,muscle degenerating,C0016504 C0030193,C0016512 C2016948,
21520011000036107,misoprostol,misoprostal,C1971624 C0426579 C0003123,C1971624 C0426579 C0003123,C1971624 C0426579 C0003123 
162076009,Excessive upper gastrointestinal gas,gassy,,C0917801 C1963237 C1950154,
271782001,Drowsy,sleepy,C0020443,C0595929,
166892002,Random blood sugar raised,Blood sugar elevated,C0593906,C0593906,C0593906 
88092000,Muscle atrophy,Less muscle mass,C0344375,C0344375,C0344375 
77424011000036100,ubidecarenone,Q10,C0000970 C0373527,C0000970 C0373527,C0000970 C0373527 
310497006,Severe depression,severe depression,C0277823,C0277823,C0277823 
266601003,Excessive and frequent menstruation,2-3 periods a month instead of once a month,C0700763,C0700763,C0700763 
161968007,Bumping heart,heart was thumping,C0027051,C0027051 C2926063 C0455406 C0428953 C3810814 C0155626 C0155668 C0948369 C3845502,C0027051 
24199005,Feeling agitated,aggitated,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
10601006,Pain in lower limb,pain in both legs,C0593906,C0593906,C0593906 
386705008,Lightheadedness,lightheadedness,C0030193 C4050466 C1547227 C1268087 C4050465 C1547231 C0264097 C1561581,C0686728,
3877011000036101,Lipitor,Lipitor,C0018563 C1882272 C2598155 C0030193,C0239833,
193462001,Insomnia,sleeplesness,C0395017 C0395016 C0542371,C0019825 C1527344,
22253000,Pain,knew pain,C1522704 C0452240 C0392674,C0424551,
3877011000036101,Lipitor,LIPITOR,C0151315 C0221758,C0151315,C0151315 
68962001,Myalgia,Muscle Fatigue,C0593906,C0593906,C0593906 
68962001,Myalgia,intense muscle pain with intense burning in my arms,C0593906,C0593906,C0593906 
88092000,Muscle atrophy,loss of muscle,C1561538,C0231218,
60862001,Tinnitus,tinnitis,C0016204 C0596601,C0426623 C0426624,
36971009,Sinusitis,sinus infection,C0015230 C1140621 C0005758,C0015230 C0005758,C0015230 C0005758 
230145002,Difficulty breathing,hard to breath,C0086769,C0086769,C0086769 
22298006,Myocardial infarction,HEART ATTACH,C0019825,C0019825,C0019825 
55300003,Muscle cramp,muscle cramps,C2707305 C0013404 C4054349 C0748649,C0013404,C0013404 
82991003,Generalised aches and pains,body pain,C0234192 C0009443 C0542538 C0870814 C0015967 C2229507 C0424755,C0522245,
3877011000036101,Lipitor,Lipitor,C0026821 C1446787,C0026821,C0026821 
404640003,Dizziness,dizziness,C0009806 C1963087 C0949135,C0009806 C1963087 C0949135,C0009806 C1963087 C0949135 
45326000,Shoulder pain,shoulder pain,C0392678,C0392678,C0392678 
165232002,Urinary incontinence,urine leaking,C0743534 C0235996,C0438236 C0438237,
3877011000036101,Lipitor,lipitor,C1170736,C1142985,
28551000168108,Voltaren,Voltaren,C0344375,C0344375,C0344375 
35489007,Depression,depressed,,C0311394,
49218002,Hip pain,aching in hips,C0593906,C0593906,C0593906 
30811009,Ulcer of oesophagus,ulceration of the osophragus,C0026821,C0026821,C0026821 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
62315008,Diarrhoea,diarrhea,C0231528 C1963177,C0231528,C0231528 
161874006,Heavy feeling,Arms feel HEAVY,,C0022107,
3877011000036101,Lipitor,Lipitor,C2024893 C0015672,C4050243 C0015672,C0015672 
129899009,Blood pressure alteration,slight effect on my blood pressure,C0042036 C0302148 C0087086 C0591833,C0018965,
230690007,Cerebrovascular accident,stroke,C0263776 C1328469 C0541786 C0158026 C0003873 C0003864 C1405877,C3267876 C0003864,C0003864 
3877011000036101,Lipitor,Lipitor,C0033774,C0033774,C0033774 
2733002,Heel pain,right heel pain,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
35489007,Depression,depressed,C0234233 C0427032,C0238656,
44077006,Numbness,numbness,,C0856120 C2708306 C0026769 C0455388,
22253000,Pain,pain,C0593906,C0593906,C0593906 
30989003,Knee pain,knee pain,C0026821 C1446787 C1140621 C0230446,C3266179 C3266180,
418363000,Itching of skin,skin itching sensations all over body,C0085542,C0085542,C0085542 
21565011000036108,ezetimibe + simvastatin,Vitorin,C0593906,C0593906,C0593906 
35489007,Depression,depression,C0231246 C2911647 C0043094,C2911647 C0043094,C2911647 C0043094 
274663001,Acute pain,acute pain,C0947620 C0016129 C0947619,C0239589,
89362005,Weight loss,weight loss,,C2939083 C2919557 C2919562 C0151907,
302226006,Peripheral neuropathy,periphael neuropathy,C0020604,C0020604,C0020604 
60862001,Tinnitus,tinnitis,C1882272 C1305418 C0030193 C2598155 C0230445,C0236040,
85418005,Abnormal dreams,Abnormal Dreams,C2242996,C0423572,
47933007,Foot pain,pain in feet,C0424551 C2024889 C0162521,C0424551,C0424551 
45534005,Glossitis,sore 	 tingly tongue(Glossitis),C0442874 C0042075,C0442874 C0042075,C0442874 C0042075 
3877011000036101,Lipitor,Lipitor,C0030193 C0019552,C0030193,C0030193 
386033004,Neuropathy,Neuropathy,C0043352,C0043352 C0037036,C0043352 
43364001,Abdominal discomfort,abdominal discomfort,C0006826 C0260515,C1306459 C0006826,C0006826 
162076009,Excessive upper gastrointestinal gas,generaly feeling unwell like walking in a daze (Zombie like),C1704205 C0559687,C0559687,C0559687 
62315008,Diarrhoea,diarrhea,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0012833 C1553497,C0012833 C0042571 C1963093 C4032495,C0012833 
60119000,Exhaustion,exhausted all the time,C0516943 C0919568,C0564565 C0564566,
68962001,Myalgia,muscle pain,C0238656,C0238656,C0238656 
3877011000036101,Lipitor,Lipitor,C0947620 C0016129 C2242996 C0947619,C0423572,
162059005,Upset stomach,upset my stomach,C0026821 C0015450 C0023218,C0278151,
267953003,Arthralgia of the lower leg,calves joint pain in,C1101725 C0030193,C1882272 C2598155 C0030193,C0030193 
22298006,Myocardial infarction,Myocardial Infarction,,C0699142,
22253000,Pain,pains,C0037004 C0030193,C0037011 C0423670,
3877011000036101,Lipitor,Lipitor,C0221170 C4024610 C4024962,C0026837,
3877011000036101,Lipitor,Lipitor,C0231749,C0231749,C0231749 
3877011000036101,Lipitor,Lipitor,C0231528 C1963177,C0024031,
228158008,Walking disability,could'nt walk,C0240941,C0240941,C0240941 
84229001,Fatigue,fatigue,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
3877011000036101,Lipitor,Lipitor,C0022742 C0030193,C0231749,
81680008,Neck pain,pain neck,C0593906,C0593906,C0593906 
35489007,Depression,very serious depression,C0391850 C0034107,C0039231,
76948002,Severe pain,extreme pain in all my joints,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
35489007,Depression,MMDepression,C0596601,C0426623 C0426624,
274141009,Tendon contracture,tendon contracture,C0593507,C0593507,C0593507 
249966004,Spasmodic movement,constant twitching,C0006444 C0019552,C0263922,
202484005,Proximal interphalangeal joint of finger pain,pain in knuckles,C0018099,C0018099,C0018099 
102551008,Cramp in foot,Cramps in my feet,C3714552,C0004093,
26544005,Muscle weakness,muscle weakness,C0023218,C3266179 C3266180,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
76948002,Severe pain,severe pain in feet,C0633084,C0633084,C0633084 
300381009,Frequent defaecation,several bowel movements,C0040822,C0040822 C1963252,C0040822 
26544005,Muscle weakness,muscle weakness,C1140621 C0030193,C0241374,
404640003,Dizziness,dizziness,C0030193,C1882272 C2598155 C0030193,C0030193 
53458011000036102,Aleve,Aleve,C0035078,C0001623 C1963154 C0035078,C0035078 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
14760008,Constipation,constipation,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144 
71262003,Ulceration of gingivae,gum ulcerations,C0018494,C0277960,
4171011000036100,Celebrex,Celebrex,C0541974,C0423994 C0558227,
102556003,Pain in upper limb,pain in my arms,C1834451 C2673994 C0151786 C0030552 C0150841 C0239831 C0587246 C0586738 C0240479 C1168241,C1834451 C0151786 C0030552,C1834451 C0151786 C0030552 
22253000,Pain,painful,C0027051,C0027051 C2926063 C0455406 C0428953 C3810814 C0155626 C0155668 C0948369 C3845502,C0027051 
76948002,Severe pain,extremly bad pains in hands,C2024893 C0015672,C4050243 C0015672,C0015672 
62315008,Diarrhoea,diarea,C1299582,C1299582,C1299582 
297142003,Foot swelling,swelling feet,C0005768 C0242209 C0229664 C2239291,C0580400,
4249000,Poor peripheral circulation,LITTLE CIRCULATION IN MY FINGERS,C0018494 C0085639,C0002170,
49218002,Hip pain,hip pain,C0263776 C1328469 C0541786 C0158026 C0003873 C0003864 C1405877,C3267876 C0003864,C0003864 
22253000,Pain,pain,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Liptor,C0041536 C0669640 C0056077,C0056077,C0056077 
68962001,Myalgia,debilitating muscle pain in my arms,C0038454,C0038454,C0038454 
90673000,Burning sensation,elbows would burn like fire,C0238656,C0238656,C0238656 
271681002,Stomach ache,Stomach ache,C0018534 C0030193,C0241416,
10601006,Pain in lower limb,leg pain,C0721578,C3267876 C0003864,
250084002,Cramp in calf,calf cramps,C2702418 C0234518 C0972391,C0234518,C0234518 
76948002,Severe pain,severe pain in my limbs,C0593906,C0593906,C0593906 
279039007,Low back pain,lower back pain,C3714552,C0004093,
249940002,Shoulder girdle weakness,in shoulders weakness,C0424522 C0037313,C0917799,
309537005,Numbness of lower limb,top outer thigh muscle starts to feel very warm 	 then get numb and lastly it starts to feel very cool (Like the icy hot patch),C3844332,C0231686,
40917007,Confusion,mental confusion,C0003862 C1963066 C0262950,C0003862,C0003862 
249938007,Weakness of back,in back weakness,C0022742 C0234238,C0231749,
254935002,Intracranial tumour,brain tumor,C0030193,C1882272 C2598155 C0030193,C0030193 
80690008,Degenerative disease of the central nervous system,neurodegenerative diseases,C0392674,C0392674,C0392674 
931804011000036107,omega-3-acid ethyl esters-90,Omega 3-6-9 capsules,C0004096,C0004096,C0004096 
18876004,Pain in finger,pain in my fingers,C0012569,C0012569,C0012569 
309774006,Weakness of limb,dibilitating problem with both of my arms,C0455486 C0020676,C0577643 C0020676,C0020676 
282145008,Unable to walk,Unable to walk or stand,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
16973004,Limping,limp,C0038999,C0038999,C0038999 
53741008,Coronary arteriosclerosis,Coronary Artery Disease,C0038990,C0038990,C0038990 
68962001,Myalgia,muscle pain,C0234238,C0238656,
60238002,Muscle twitch,Legs twitching,C0234233 C0007966,C0231528,
3877011000036101,Lipitor,lipiltor,C0013404,C1821163 C0013404,C0013404 
282145008,Unable to walk,lost my ability to walk,C0948873,C0521839,
3877011000036101,Lipitor,Lipitor,C0030193,C1882272 C2598155 C0030193,C0030193 
35489007,Depression,depression,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
236423003,Renal impairment,KIDNEY READINGS BECAME SO HIGH,C0018670 C0152336 C0234238,C2096315 C0018681,
162076009,Excessive upper gastrointestinal gas,stomach gas,C1140621 C0030193,C0839480 C0023222,
247592009,Poor short-term memory,short term memory loss,C0016204 C0596601,C0426623 C0426624,
246636008,Blurred vision - hazy,Blured vision,,C0376175,
55300003,Muscle cramp,cramps,C0009806,C0009806 C1963087 C0949135,C0009806 
