12063002,Rectal haemorrhage,rectal bleeding,C0026821 C1446787 C0039866 C0030193,C0027121 C0039866 C0231528 C0030797,C0039866 
386807006,Memory impairment,couldn't remember where I left my dog 10 minutes before,C0232517,C0232695 C0232694,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
3877011000036101,Lipitor,Lipitor,C0861002 C0595879 C0240292 C0235986 C0221106 C0856882 C0151576 C0520869 C0151878 C1295668 C0151680 C0151872 C0427195 C1295665,C0458242 C0427195,C0427195 
240131006,Rhabdomyolysis,rhabdomyolysis,C0442874 C0042075,C0442874 C0042075,C0442874 C0042075 
22298006,Myocardial infarction,heart attack,C0593906,C0593906,C0593906 
28551000168108,Voltaren,voltaren,C0452240 C1522704,C0424551,
419723007,Mentally dull,like Im in a fog all the time,C0231780,C0231780,C0231780 
76948002,Severe pain,severe muscle pain,,C0560046,
68962001,Myalgia,muscle pain,C0011164 C0018609 C0012634,C2026762 C2083708 C0158266 C2199829 C2199832 C2083713 C0158262 C2026763 C2083709 C2083712 C2083716 C2083715 C0263874 C2199830 C2083711 C0408602 C2083717 C2083710 C2026760 C2026758 C2026764 C3472440 C2026761 C0263872 C0408659 C2199831 C2026759 C2083707 C2083714,
84229001,Fatigue,fatigue,C0015672,C0015672,C0015672 
95677002,Disorder of vision,severe vision problems,,C1301904 C2316757 C1275725 C0750863 C1834662 C0151576 C1275731 C1301804,
193462001,Insomnia,Insomina,C0751295 C0002622,C3824794 C0002622,C0002622 
30989003,Knee pain,joint pain (knees),C0019080,C0019080,C0019080 
26544005,Muscle weakness,went down muscles,C0591720,C0591720,C0591720 
72405004,Increased appetite,appetite increase,C0022742 C0039503,C1997927,
271599002,Feeling content,mellows me out,C0001807 C1457883 C4050402,C0001807 C1457883 C4050402,C0001807 C1457883 C4050402 
3877011000036101,Lipitor,Lipitor,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
3877011000036101,Lipitor,Lipitor,C0023218,C3266179 C3266180,
102572006,Oedema of lower extremity,severe edema of lower extremities,C0231528 C1963177,C0231528,C0231528 
230690007,Cerebrovascular accident,stroke,,C0278140,
10601006,Pain in lower limb,leg pain,C3840668,C0033774,
429783005,Paraesthesia of lower extremity,lost most of my feeling in feet 	 legs and hands,C3714552,C0004093,
42984000,Night sweats,night sweats,C0037763 C0700153,C0026821,
183202003,Shin splint,felt like shin splints,C0210355,C0210355,C0210355 
271681002,Stomach ache,stomach pain,C0030193,C1882272 C2598155 C0030193,C0030193 
45326000,Shoulder pain,aching pain across my shoulders,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
28551000168108,Voltaren,Voltaren,C0030193,C1882272 C2598155 C0030193,C0030193 
28743005,Productive cough,productive cough,C0593906,C0593906,C0593906 
62315008,Diarrhoea,diarrhea,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
116289008,Abdominal bloating,bloated stomach,C0593906,C0593906,C0593906 
282195009,Difficulty walking up stairs,difficulty walking up stairs,C0013404 C2169544,C1821163 C0013404,C0013404 
68962001,Myalgia,muscle pain,C2136686 C0558134 C0009938,C0009938,C0009938 
397803000,Erectile dysfunction,impotence,C0746668,C0231528,
47933007,Foot pain,foot pain,C0972391 C2702418,C0234518,
69896004,Rheumatoid arthritis,Rhuematoid Arthritis,C0038351 C0030193,C0235309 C0221512,
282145008,Unable to walk,inability to walk,C0038999,C0038999,C0038999 
26079004,Tremor,shaky,C0593906,C0593906,C0593906 
246636008,Blurred vision - hazy,blurred vision,C0241863,C0011849 C1313937,
25064002,Headache,headache,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
61372001,Aggression,rage,,C0917801 C1963237 C1950154,
63102001,Visual disturbance,at times felt that I'm going blind,C0179199 C0542274 C2174421 C3497399 C1397014 C0014653,C0241981,
162315007,Morbid thoughts,obsessively focused on morbid,C0593906,C0593906,C0593906 
56265001,Heart disease,coronary disease,C3714636 C0032285,C0032285,C0032285 
76948002,Severe pain,severe pain in left shoulder 	,C0026821,C0026821,C0026821 
404640003,Dizziness,DIZZINESS,C1279998 C0230460,C0016512 C2016948,
3877011000036101,Lipitor,Lipitor,C2707305 C0013404 C4054349 C0748649,C0013404,C0013404 
45352006,Spasm,spasms,,C0231528,
449917004,Cramp in lower limb,Cramping of the leg muscles,C0030193,C1882272 C2598155 C0030193,C0030193 
193462001,Insomnia,INSOMNIA,C0027424,C0027424 C2136984,C0027424 
279039007,Low back pain,lower back pain,C0593906,C0593906,C0593906 
228158008,Walking disability,couldn't walk straight,C0578994 C2146655,C0578994 C2146655,C0578994 C2146655 
53057004,Hand pain,Hands sore,C0030193,C1882272 C2598155 C0030193,C0030193 
95891005,Influenza-like illness,flu-symptoms,C0015672,C0004093,
76948002,Severe pain,Severe pain in right heel,,C0027051 C2926063 C0455406 C0428953 C3810814 C0155626 C0155668 C0948369 C3845502,
70270011000036104,ibuprofen 5% gel,ibruprofen gel,C0006434 C0085624,C0241057 C0578504 C0241413 C0234655 C0085624,C0085624 
3877011000036101,Lipitor,Lipitor,C0231528 C1963177,C0231528,C0231528 
3877011000036101,Lipitor,Lipitor,C0031117,C1263857 C4013966 C0031117 C4069195 C1697744,C0031117 
432352001,Increased creatine kinase level,HIGH CPK,C3714552 C0446516,C1836296 C0587246,
248223005,Feeling faint,I felt like I was going to pass out,C2081614 C0042789 C0033213,C0547030 C0348571 C0029844,
13791008,Asthenia,weakness,C0917801,C0917801 C1963237 C1950154,C0917801 
45326000,Shoulder pain,very bad pains in shoulders,C0030193,C1882272 C2598155 C0030193,C0030193 
429513001,Rupture of Achilles tendon,tore my right Achilles tendon just simply taking off from a sprinters stance,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
250069006,Muscle tension,lower back is also tight,C0026821 C0023218,C0026821,C0026821 
80515008,Hepatomegaly,Enlarged liver,C0149931 C0724401,C0149931 C0724401,C0149931 C0724401 
162076009,Excessive upper gastrointestinal gas,Alot of gas,C0426396,C0426396,C0426396 
22253000,Pain,pain,C0013604 C1717255,C0235439,
3877011000036101,Lipitor,LIPITOR,C0030193,C1882272 C2598155 C0030193,C0030193 
85828009,Autoimmune disease,auto immune diseases,C2957106,C2096315 C0018681,
35489007,Depression,depressed,C2707305 C0013404 C4054349 C0748649,C0013404,C0013404 
48167000,Amnesia,memory loss,C0593906,C0593906,C0593906 
25064002,Headache,Headaches,C0593906,C0593906,C0593906 
282299006,Unable to balance,loss of balance,C0593906,C0593906,C0593906 
13791008,Asthenia,extremely fatigued,C0038351,C2186536 C0577027,
3877011000036101,Lipitor,Lipitor,C0557875,C0557875,C0557875 
2940011000036100,Premarin,Premarin,C0210355,C0210355,C0210355 
248132003,Craving for food or drink,food cravings,C0026821 C0039866,C3266179 C3266180,
10601006,Pain in lower limb,pain in the legs,C0004604,C0004604,C0004604 
404640003,Dizziness,Dizzy,C0424000 C0455204 C1276357,C0424000 C0455204 C1276357,C0424000 C0455204 C1276357 
22253000,Pain,pain,C2024893 C0015672,C4050243 C0015672,C0015672 
3904011000036106,Zocor,Zocor,,C4069171 C0030567 C3248637,
419723007,Mentally dull,mental malaise,C2024893 C0015672,C4050243 C0015672,C0015672 
363346000,Malignant neoplastic disease,tumor,C0024138 C0409974 C0024141 C0024131,C0409974 C0024141 C0866588,C0409974 C0024141 
301345002,Difficulty sleeping,trouble sleeping,C0037763 C0700153,C0026821,
166830008,Serum cholesterol raised,cholesterol level sky high,C0038990,C0038990,C0038990 
76948002,Severe pain,severe muscle pain,C0002395,C1271045 C0338450 C0002395 C1521724 C0477364,C0002395 
3877011000036101,Lipitor,Lipitor,C0373675 C3540792,C0373675 C3540792,C0373675 C3540792 
35489007,Depression,Depression,C0593906,C0593906,C0593906 
278040002,Loss of hair,hair loss,C0023618,C0011124,
3527011000036101,Xanax,zanax,C0023618 C0424400,C2981158,
228158008,Walking disability,couldn't walk,C2186576 C3495375 C0750426 C1719341 C1857392 C0442804,C0580531 C0857792 C0438221 C0580548,
30989003,Knee pain,PAIN IN MY KNEES,C0593906,C0593906,C0593906 
309774006,Weakness of limb,weakness in my legs,C0019080,C0019080,C0019080 
361137007,Irregular heart beat,irrecular heartbeat,,C0427008,
48694002,Anxiety,anxiety,C0003862 C1963066,C0003862,C0003862 
21417011000036105,fenofibrate,Tricor,C0332575 C0015672,C0558486,
13791008,Asthenia,week,C0030193,C1882272 C2598155 C0030193,C0030193 
3877011000036101,Lipitor,lipitor,C0038351 C0030193,C0235309 C0221512,
248255005,Cannot sleep at all,not sleeping,,C0000970 C0373527 C2714681 C0020740 C3491417,
3877011000036101,Lipitor,LIPITOR,C0013769,C0239266,
3877011000036101,Lipitor,Lipitor,C0030193,C1882272 C2598155 C0030193,C0030193 
271681002,Stomach ache,stomach pain,C0012238 C0013395 C0426634,C0012238 C0013395,C0012238 C0013395 
26079004,Tremor,shaking,C0593906,C0593906,C0593906 
35489007,Depression,depression,C0593906,C0593906,C0593906 
53057004,Hand pain,aches in hands,C3468110 C3468102 C3468112 C3715155 C3468114 C3280587 C3553719 C3468104 C2317803 C3468106 C3468107 C3468103 C2931786 C3468105 C3468109 C3275459 C3468108 C2317804 C3468100 C0002736 C3468113 C3715156 C1862939 C1836076 C3468101 C3468111 C1833662,C3468110 C3468102 C3468112 C3715155 C3468114 C3280587 C3553719 C3468104 C2317803 C3468106 C3468107 C3468103 C2931786 C3468105 C3468109 C3275459 C3468108 C2317804 C3468100 C0002736 C3468113 C3715156 C1862939 C1836076 C3468101 C3468111 C1833662,C3468110 C3468102 C3468112 C3715155 C3468114 C3280587 C3553719 C3468104 C2317803 C3468106 C3468107 C3468103 C2931786 C3468105 C3468109 C3275459 C3468108 C2317804 C3468100 C0002736 C3468113 C3715156 C1862939 C1836076 C3468101 C3468111 C1833662 
84229001,Fatigue,fatigue,C0022107,C0022107,C0022107 
21496011000036106,prednisone,Predisone,C0006856,C0560070 C0239067,
57676002,Arthralgia,JOINT PAIN,C0557875,C0557875,C0557875 
16386004,Dry skin,SUPER dry skin,C0016504 C0423572 C0030193,C0423572,C0423572 
162076009,Excessive upper gastrointestinal gas,general feeling of malais,C0231528,C0231528,C0231528 
449917004,Cramp in lower limb,cramping in legs,C0947620 C0016129 C2242996 C0947619,C0423572,
47933007,Foot pain,pain in foot,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
21565011000036108,ezetimibe + simvastatin,Vytorin,C1260880,C1260880,C1260880 
288226003,Myalgia/myositis - shoulder,muscle pain in shoulders,C0856882,C0700225,
35489007,Depression,depression,C0016504 C0040357,C0520559 C0587056,
3877011000036101,Lipitor,Lipitor,C0027051,C0027051 C2926063 C0455406 C0428953 C3810814 C0155626 C0155668 C0948369 C3845502,C0027051 
429661002,Neuroma of foot,neuroma in the right foot,,C0595929,
26544005,Muscle weakness,muscle weakness in back,C0234233,C1882272 C2598155 C0030193,
22298006,Myocardial infarction,heart attack,C1295654 C0853117 C0241358,C1295654 C4073137 C1295653,C1295654 
26544005,Muscle weakness,decrease in overall strength,C0013126,C0456814,
2922011000036103,Fosamax,Fosamax 35,C3714552 C3887804 C0038435,C1834451 C0151786 C0030552,
247592009,Poor short-term memory,Terrible short term memory problems,,C0856120 C2708306 C0026769 C0455388,
84229001,Fatigue,fatigue,C0947620 C0016129 C0947619,C0239589,
162076009,Excessive upper gastrointestinal gas,General fatigue,C0557875,C0557875,C0557875 
102556003,Pain in upper limb,pain in my arms,C1140621 C0030193,C0839480 C0023222,
21288011000036105,diclofenac,Cataflam,C0560885 C0560884 C0560790,C0560885 C0560884 C0560790,C0560885 C0560884 C0560790 
84229001,Fatigue,horrible fatigue,C0751295 C0002622,C3824794 C0002622,C0002622 
73595000,Stress,stress,C0948782,C0151998,
283416005,Cut of hand,cuts on my hands,C1963077 C0151825,C1963077 C0151825,C1963077 C0151825 
47933007,Foot pain,feet pains,C1140621 C0231528 C1963177 C1306232,C0278140,
68962001,Myalgia,muscle pain,C0235309,C0235309,C0235309 
3877011000036101,Lipitor,Lipitor,C3714552,C1834451 C0151786 C0030552,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
309774006,Weakness of limb,weakness in legs,C0344232,C0344232,C0344232 
84229001,Fatigue,fatigue,C1140621 C0231528 C1963177,C0027121 C1140621 C0231528 C0230446,C1140621 C0231528 
76948002,Severe pain,horrible pain in left knee,C0700763,C0700763,C0700763 
57676002,Arthralgia,Joint Pain,C0026821 C1446787 C1140621,C3266179 C3266180,
22325002,Abnormal gait,my gait was like someone who could barely walk,C0042789,C3665347 C1849988,
271807003,Rash,massive triangular rash on my forehead,C2024893 C0015672,C0004093,
247592009,Poor short-term memory,short term memory loss,C0267596,C0158951 C0267596,C0267596 
3723001,Arthritis,arthristis,C0042149 C0869889,C0567038,
309774006,Weakness of limb,weakness in both legs,C0699819 C0030193,C0278140,
3877011000036101,Lipitor,Lipitor,C0232292,C0232292 C3844327,C0232292 
271587009,Stiffness,stiffness,C3842554 C1299586 C0563560,C0150400 C0943872 C0080274,
277521002,Loss of motivation,lack of motivation,C0221512 C1963242,C0235309 C0221512,C0221512 
124054003,Increased cholesterol esters,high cholesterol,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
36630001,Deep pain,deep pain in my pelvis and down my legs,C0427008,C0427008,C0427008 
22253000,Pain,pain,C0022742,C0231749,
84229001,Fatigue,Fatigue,C1291077,C1291077,C1291077 
271587009,Stiffness,stiffness,C0231528,C0231528,C0231528 
3877011000036101,Lipitor,Lipitor,C0239266 C0446516,C0239266,C0239266 
62507009,Pins and needles,PINS AND NEEDLES,C1140621 C0231528 C0264097 C4050466 C1547227 C4050465 C1963177 C1547231 C1561581,C0278140,
40196000,Mild pain,constant low level pain,C0593906,C0593906,C0593906 
90673000,Burning sensation,burning sensations,C0237607 C3845885 C0030193 C0596545,C1882272 C2598155 C0030193,C0030193 
86044005,Amyotrophic lateral sclerosis,ALS,C0011991 C1963091,C0011991 C0474498,C0011991 
3877011000036101,Lipitor,Lipitor,C0221423,C0221423,C0221423 
63102001,Visual disturbance,visual deficits,C1268087 C0030193,C0686728,
61462000,Malaria,malaria,C0231528 C1963177,C0231528,C0231528 
55300003,Muscle cramp,body cramps,C0009806 C1963087 C0949135,C0009806 C1963087 C0949135,C0009806 C1963087 C0949135 
102943000,Personality change,changed my personality,C0013987,C0016512 C2016948,
22253000,Pain,pain,C0037004 C0030193 C0234238,C0037011 C0423670,
24199005,Feeling agitated,aggitation,C0013404 C1830531,C0013404,C0013404 
54586004,Lower abdominal pain,sharp unbearable cramping pains in lower gut,C0030567,C4069171 C0030567 C3248637,C0030567 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
22253000,Pain,pain,C0593906,C0593906,C0593906 
213257006,Generally unwell,extremely sick,C0575064 C0446516 C0231528 C4050469,C0565579,
26544005,Muscle weakness,muscle weakness,C1140621 C0230445,C1834451 C0151786 C0030552,
366979004,Depressed mood,low mood,C0593906,C0593906,C0593906 
73211009,Diabetes mellitus,diabetes,C0039516,C0039516,C0039516 
193462001,Insomnia,Insomnia,C0038351 C0026821,C0344375,
45352006,Spasm,spasms,C0392079,C0231337,
87715008,Aptyalism,Extremely dry mouth,C4050466 C1547227 C4050465 C0004604 C1547231 C0264097 C1561581,C0278140,
3877011000036101,Lipitor,lipitor,C0030193,C1882272 C2598155 C0030193,C0030193 
426206001,Constant pain,extreme constant pain,C0231528 C0264097 C4050466 C1547227 C4050465 C1963177 C1547231 C1561581,C0278140,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
288230000,Myalgia/myositis -pelvis/thigh,pain in my thighs (muscle cramping),,C1291077,
45326000,Shoulder pain,left shoulder aches,C0020649 C0497247,C0497247 C0232107,C0497247 
3877011000036101,Lipitor,Lipitor,C0857093 C0235996,C0438236 C0438237,
60032008,Unable to concentrate,unable to focus,C0239266,C0239266,C0239266 
238131007,Overweight,over weight,C0231749,C0231749,C0231749 
277521002,Loss of motivation,lazyness (I don't feel like doing anything),C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
21417011000036105,fenofibrate,tricor,C1140621 C0234238,C0839480 C0023222,
424647005,Cramp in limb,feet and leg cramps,C0152338,C0281856,
271681002,Stomach ache,stomach discomfort,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Liptor,C2024893 C0015672,C4050243 C0015672,C0015672 
62507009,Pins and needles,finger tingling,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
3877011000036101,Lipitor,Lipitor,C2024893 C0015672,C4050243 C0015672,C0015672 
37796009,Migraine,migrane headaches,C0030193,C0004604,
22253000,Pain,pain,C3714552,C1834451 C0151786 C0030552,
26544005,Muscle weakness,muscles weak,,C0026848,
3877011000036101,Lipitor,Lipitor,C0025265 C0701811,C0025265 C0701811,C0025265 C0701811 
386807006,Memory impairment,Memory lapses,C0018563 C0947620 C0021368 C1306232 C0016129 C0947619,C2239149 C0263776 C3697769 C0409208,
309774006,Weakness of limb,muscle weakness in my left arm,C0678140,C0678140,C0678140 
22253000,Pain,pain,C0593906,C0593906,C0593906 
102556003,Pain in upper limb,pain in arm,C3843715 C3843716,C0042023,
162076009,Excessive upper gastrointestinal gas,gas,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
18963009,Mood swings,emotional changes,,C0856120 C2708306 C0026769 C0455388,
16269008,Neuralgia,nerve pain,C0016504 C1140621 C0575805 C0013604,C0085649 C1827170,
103281005,Blocked ears,plugged ears,C0005768 C0042036 C0591833 C0229664,C0018965,
246636008,Blurred vision - hazy,vision is so blurry,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
162076009,Excessive upper gastrointestinal gas,glossitis,C2096293 C0042571,C1135208 C0042571 C1564535,C0042571 
35918011000036106,Cymbalta,Cymbalta,C0016504 C0030193 C0040357,C0241416,
45352006,Spasm,spasms,C0577887,C0577887,C0577887 
230736007,Transient global amnesia,transient global amnesia,C1140621 C0446516 C0033774 C0231530,C0033774,C0033774 
289903006,Menopause present,menopause,C0002170,C0002170,C0002170 
300954003,Pain in calf,Calves tire and burn,C0027497,C0027497 C1963179,C0027497 
3877011000036101,Lipitor,Lipitor,C0026821 C0025344,C0013390,
63102001,Visual disturbance,visual disturbances,C0233844,C0233844,C0233844 
444312002,Haemorrhage of abdominal cavity structure,bleeding in my abdomen after coughing and rupturing a blood vessel,C2368355 C2346415 C2111865 C0563243 C2367663,C0520966,
248236005,Mentally vague,vagueness,C0286651,C0286651,C0286651 
418290006,Itching,itchy,C0593906,C0593906,C0593906 
52448006,Dementia,dementia,,,
3877011000036101,Lipitor,Lipitor,C0030193 C3665375 C0031354,C0242429,
3877011000036101,Lipitor,lipitor,C0003862 C1963066,C0003862,C0003862 
284149003,Difficulty moving hand,very little mobility in my right hand,C1098080,C1098080,C1098080 
3384011000036100,Arthrotec,arthrotec,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,lipitor,C0234233 C0227998,C0039591,
18101008,Hyperactive bowel sounds,gurgling,C0056077,C0056077,C0056077 
22253000,Pain,pain,C0678181,C0678181,C0678181 
250069006,Muscle tension,hideously increased muscle tension,C0593906,C0593906,C0593906 
386033004,Neuropathy,neuropathy,,C1135208 C0042571 C1564535,
3877011000036101,Lipitor,lipitor,C0030193,C1882272 C2598155 C0030193,C0030193 
267044007,Impaired exercise tolerance,Couldn't exercise or eat,C1570232,C1570232,C1570232 
2733002,Heel pain,heel pain,C0012833 C0042571 C1963093,C0012833 C0042571 C1963093 C4032495,C0012833 C0042571 C1963093 
282145008,Unable to walk,cant walk,C0593906,C0593906,C0593906 
77547008,Degeneration of intervertebral disc,degenerative back disease,C0178422 C2130279,C0178422,C0178422 
248274002,Lack of energy,lack of energy,C0593906,C0593906,C0593906 
432352001,Increased creatine kinase level,high pck level,C0593906,C0593906,C0593906 
48167000,Amnesia,Memory loss,C0593906,C0593906,C0593906 
131148009,Bleeding,heavy bleeding,C1513916,C0558085,
47401000168109,Lescol,Lescol,C0162435 C0038990,C0700590,
429360005,Tendonitis of knee,tendonitis in my knees,,C0311394,
61372001,Aggression,AGGRESSION,C0039601 C0027368 C1295654 C0523912 C0202227,C0039601 C3655413 C0202227 C2348756 C1295654 C0980511 C0523912,C0039601 C0202227 C1295654 C0523912 
193462001,Insomnia,insomnia,C0231530,C0231530,C0231530 
449917004,Cramp in lower limb,leg cramps,C0723893,C0033228,
68962001,Myalgia,muscle pain,C0234233,C0003862,
76948002,Severe pain,extremely tender calves,,C0007286 C3863056 C3862484,
418363000,Itching of skin,skin itchiness,C0593906,C0593906,C0593906 
13791008,Asthenia,weakness,C1882272 C2598155 C0030193 C0013769,C0239266,
55300003,Muscle cramp,muscle spasms,C0151763,C2186532 C0023895 C0455417,
3384011000036100,Arthrotec,Arthrotec,C2024893 C0015672,C0424585,
22253000,Pain,pain,C1951459 C0724028,C0699142,
3877011000036101,Lipitor,Lipitor,C0231528,C0231528,C0231528 
3877011000036101,Lipitor,lipitor,C2053618 C1305866 C3245509 C0424653 C0030193,C1960728,
22253000,Pain,pain,C0161479,C0161479,C0161479 
3877011000036101,Lipitor,Lipitor,,C1142985 C0074554,
10601006,Pain in lower limb,leg pain,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0016504 C0030193,C0016512 C2016948,
230145002,Difficulty breathing,difficulty breathing,C0230347 C0038999 C1268256,C0577598 C2038765 C2237078,
125667009,Contusion,bruising,C0006277 C0149514,C0006277 C0149514,C0006277 C0149514 
68962001,Myalgia,chronic muscle pain,C0023759,C0178850 C0223127 C4039212 C0223232 C0021815 C0223157 C1261195 C0012624 C0223548 C0223518 C0442106 C0223172 C0223247 C0223277 C1280211 C0223187 C0223217 C0223292 C0033377 C0408654 C0223307 C0223322 C0223503 C0206078 C0223142 C0223262 C0223533,
289195008,Slurred speech,slurpy speach,C0036396 C0030193,C0036396,C0036396 
271681002,Stomach ache,stomach pains,C0038351 C0153943 C3714551 C0030193 C0496905 C0154060 C1278920 C0872393,C0235309 C0221512,
65124004,Swelling,swelling,C0687152 C0010200,C1961131 C3815497 C0010200,C0010200 
3877011000036101,Lipitor,Lipitor,C0231528,C0231528,C0231528 
73211009,Diabetes mellitus,adiabetic,C0372564 C0566967 C2979982,C0566967 C2979982,C0566967 C2979982 
193462001,Insomnia,insomnia,C0026821 C1446787,C0026821,C0026821 
193462001,Insomnia,sleepless nights,,C0593906,
387603000,Impairment of balance,decrease in balance,C0677061 C1963071 C0004604,C0004604,C0004604 
3877011000036101,Lipitor,Lipitor,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
233604007,Pneumonia,pneumonia,C0021400 C0870814,C0521839,
55300003,Muscle cramp,cramps,C0751295 C0002622,C3824794 C0002622,C0002622 
47933007,Foot pain,right foot hurts,C0231528 C1963177,C0231528,C0231528 
267036007,Dyspnoea,shortness of breath,C0860603 C0003467,C0860603 C4050613 C0003467 C0003469 C1963064,C0860603 C0003467 
68962001,Myalgia,Sore muscles,C0015672,C0015672,C0015672 
22253000,Pain,pain,C0596601,C0426623 C0426624,
68235000,Nasal congestion,stuffy nose,C0233715,C0019825 C1527344,
3877011000036101,Lipitor,Lipitor,C0678181,C0678181,C0678181 
302188001,Bad taste in mouth,bad taste in mouth,C0008031 C2926613,C0008031 C2926613,C0008031 C2926613 
22253000,Pain,pain,C0687152 C0010200,C1961131 C3815497 C0010200,C0010200 
13791008,Asthenia,extreme fatigue,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154,C0917801 C1963237 C1950154 
22298006,Myocardial infarction,cardio event,C0392171,C0521839,
