167232003,Urine: dark/concentrated,urine like root beer,C1318154 C0591833 C0042036,C0427824,
277521002,Loss of motivation,lack of enthusiasm,C0424090,C0456814,
16386004,Dry skin,fingertips scaly,,C1963094 C0151908,
253522006,Right ventricular dilatation,right ventricular was mildly dilated,C1322279 C0018827 C1261259 C0015726 C0423899 C1510508 C0700124,C0264735 C1849963 C0264733 C3152138 C3278923,
18156008,Abdominal hyperaesthesia,sensation that feels like electricity zapping around my midsection,C2229507 C3669046 C0598362 C0013987 C0542538,C0232500,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
84229001,Fatigue,fatiqued,,C0015672 C4050243,
162076009,Excessive upper gastrointestinal gas,General weakness in my feet,C0016504 C3714552,C0426623 C0426624,
386807006,Memory impairment,memory problems,C0233794,C1636063 C1963167 C0233794,C0233794 
84229001,Fatigue,Fatigue,C0015672 C4050243,C0015672 C4050243,C0015672 C4050243 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
68962001,Myalgia,Muscle aches,C0231528,C0231528,C0231528 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
82991003,Generalised aches and pains,Aches and pains,C0234238 C0030193,C0281856,
165247006,Unable to climb stairs,Can't walk up stairs,C0560078,C0429981 C0560077,
449917004,Cramp in lower limb,cramps in thigh,C0026821 C0039866,C3266180 C3266179,
271807003,Rash,rash on my wrist,C0015230 C0043262,C0015230,C0015230 
129565002,Myopathy,damage to my muscles,C0010957,C0026848,
13791008,Asthenia,extreme fatigue,C0015672,C0004093,
282299006,Unable to balance,loss body balance,C0678854,C0542274 C0560187 C0241981,
193462001,Insomnia,can't even sleep at night,C0037313 C0424522 C0013144,C1963237 C0917801 C1950154,
73595000,Stress,stress,C0038435,C0038435 C0723460,C0038435 
18963009,Mood swings,changes in mood,C0026516 C2237119,C0085633,
228158008,Walking disability,can barely walk,,C0311394,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
77435011000036104,ascorbic acid,vitamin c,C0042866 C0078364 C2064899 C0003968 C0042874 C3537249 C0005575 C0042839 C0016410 C0035527 C0042890,C0673746 C0201898 C0003968 C0063919,C0003968 
422400008,Vomiting,vomiting,C1963281 C0042963,C1963281 C0042963,C1963281 C0042963 
29857009,Chest pain,intense chest pains,C0817096 C0030193,C2926613 C0008031,
193462001,Insomnia,can't sleep,C0037313 C0424522 C0013144,C1963237 C0917801 C1950154,
49218002,Hip pain,muscle pain in right hip,C0231528 C1268233 C1963177 C0524470,C0030193,
282145008,Unable to walk,I simply could not walk,,C0560046,
26544005,Muscle weakness,severe muscle weakness,C1168241 C0240479 C1306232 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841,C0151786 C1834451 C0030552,C0151786 C0030552 C1834451 
271807003,Rash,rash,C0015230,C0015230,C0015230 
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
45352006,Spasm,spasm,C0037763,C0026821 C0037763,C0037763 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
271681002,Stomach ache,stomach discomfort,C0235309,C0221512 C0235309,C0235309 
282145008,Unable to walk,cannot walk,,C0560046,
68962001,Myalgia,muscle soreness,C0231528 C0575064,C0231528,C0231528 
3253007,Discolouration of skin,Discoloration of skin [blotchy] on the neck,C0857057 C0151907 C0027530 C0849850 C2137077,C0151907 C2919557 C2939083 C2919562,C0151907 
73595000,Stress,stress,C0038435,C0038435 C0723460,C0038435 
399153001,Vertigo,vertigo,C0042571 C2096293,C1135208 C1564535 C0042571,C0042571 
48167000,Amnesia,Loss of memory,C0751295 C0002622,C3824794 C0002622,C0002622 
246636008,Blurred vision - hazy,blurred vision,C0344232,C0344232,C0344232 
57676002,Arthralgia,joint pain,C1963066 C0003862,C0003862,C0003862 
35489007,Depression,depression,C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C1999266 C4049644 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3716002,Goitre,goiter,C0018021,C0018021,C0018021 
67849003,Excruciating pain,excrutiating pain,C0030193,C0278141,
55300003,Muscle cramp,muscle cramps,C0026821 C0023218,C0026821,C0026821 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
444003007,Disorder of joint of shoulder region,damage to my shoulder joints,C0524468 C0037004 C0524469 C0869975 C1283792 C0010957,C0022408 C0524468 C1998415 C0037004 C0524469 C0869975 C1283792,C0524468 C0037004 C0524469 C0869975 C1283792 
76948002,Severe pain,Severe pain,C0278140,C0278140,C0278140 
429340002,Traumatic injury of skeletal muscle,muscle injury,C1998242 C0410256,C1998242,C1998242 
250084002,Cramp in calf,severn calf cramps,C0178419 C1306232,C0178419,C0178419 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
307496006,Diverticulitis,bouts of diverticulitis,C1328296 C0012813,C0012813,C0012813 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
76948002,Severe pain,severe calf pain,C1306232 C0236040,C0278140,
57676002,Arthralgia,Joint pain,C1963066 C0003862,C0003862,C0003862 
449917004,Cramp in lower limb,cramping in hamstrings,C0026821 C1446787 C0584895,C3266180 C3266179,
62315008,Diarrhoea,diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
36031001,Burning feet,burning feet in toe area,C0040357 C0231772,C0231772,C0231772 
57676002,Arthralgia,joint pain,C1963066 C0003862,C0003862,C0003862 
3723001,Arthritis,arthritis,C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877,C3267876 C0003864,C0003864 
47933007,Foot pain,pain in foot,C0016512,C2016948 C0016512,C0016512 
90673000,Burning sensation,Burning sensations in upper chest,C2229507 C0446469 C0542538 C0085624,C0234655 C0085624 C0241413 C0578504 C0241057,C0085624 
37703011000036109,dextropropoxyphene + paracetamol,DARVACET,,C0033493 C0373527 C0000970,
72405004,Increased appetite,increase appetite,C0232462 C0232461,C3176514 C0232462 C0232461,C0232462 C0232461 
26544005,Muscle weakness,significant strength reduction,C0441610,C0151786 C1834451 C0030552,
419723007,Mentally dull,brain fog,C0006104,C1621860,
25064002,Headache,headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
386033004,Neuropathy,neuropathy,C0442874 C0042075,C0442874 C0042075,C0442874 C0042075 
200936003,Lupus erythematosus,Lupus pain,C0409974 C0024131 C0030193,C0409974 C0866588 C0024141,C0409974 
444827008,Erythema of skin,skin was all red,,C0041834,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
53215011000036102,Advil,Advil,C0593507,C0593507,C0593507 
55533009,Forgetful,extreme forgetfulness,C0542476,C0542476,C0542476 
74323005,Pain in elbow,elbow pain,C0239266,C0239266,C0239266 
248096004,Lack of libido,lack of libido,C2981158,C2981158,C2981158 
45326000,Shoulder pain,shoulder pain,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
57676002,Arthralgia,joint pain,C1963066 C0003862,C0003862,C0003862 
60862001,Tinnitus,tinititis,,C0040264 C1963249,
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
40917007,Confusion,confusion,C0683369 C0009676 C1963086,C0683369 C2712099 C0009676 C1963086,C0683369 C0009676 C1963086 
2733002,Heel pain,painful heels,C0175645 C0018870 C0030193,C0231780,
363406005,Malignant tumour of colon,Colin cancer,C0006826 C0260515,C0007102 C0153629,
75088002,Urgent desire to urinate,urge to urinate constantly,,C0085606,
418363000,Itching of skin,itching of the skin,C0033774 C0231530,C0033774,C0033774 
422587007,Nausea,nausea,C0027497,C0027497 C1963179,C0027497 
81680005,Neck pain,Neck and shoulders ache,C1281592 C0234238 C0037004 C0684335 C0027530,C0007859 C1963180,
43116000,Eczema,eczema,C0013595,C0013595,C0013595 
404640003,Dizziness,dizziness,C1963093 C0012833 C0042571,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 
39104002,Illness,sickness,C0221423,C0221423,C0221423 
22253000,Pain,aches,C0234238,C1882272 C2598155 C0030193,
7501002,Increased lactic acid level,Serial Lactic Acid levels consitently well above normal range,C3537171 C1553386 C2608095 C0064582 C2702329 C0202115,C0041981 C0392691,
118940003,Disorder of nervous system,nervous system problems,C2081614 C0033213 C0027769,C0027765,
26079004,Tremor,could not stop shaking,C0040822,C1963252 C0040822,C0040822 
76948002,Severe pain,severe pain in my thighs,C0039866 C0278140,C0278140,C0278140 
62315008,Diarrhoea,diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
271787007,Collapse,collapse,C0344329 C2210463 C0036974,C0344329 C2210463 C0036974,C0344329 C2210463 C0036974 
271681002,Stomach ache,stomach pain,C1963242 C0221512,C0221512 C0235309,C0221512 
267052005,Flatulence/wind,HORRIBLE GAS,C0596601,C0016204,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
249966004,Spasmodic movement,twitching,C0033774 C0231530,C1704276,
8357008,Reduced libido,decreased libdo,C0032827 C1295669 C0520831 C1295666 C0728725 C0520870 C0239787 C0162119 C1295611,C0011124,
26329005,Poor concentration,trouble concentrating,C3274940,C0233417,
3384011000036100,Arthrotec,ARTHROTEC 50,C0210355 C0731334,C0210355,C0210355 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
286387000,Unable to initiate words,words would not form,,C0564229 C0564230,
82991003,Generalised aches and pains,Body aches,C0234238 C1551342,C0281856,
57182000,Nerve injury,nerve damage,C0161479,C0161479,C0161479 
386692008,Menorrhagia,heavy menstrual bleeding,C0025323,C0025323,C0025323 
26544005,Muscle weakness,muscle weakness,C1168241 C0240479 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841,C0151786 C1834451 C0030552,C0151786 C0030552 C1834451 
62507009,Pins and needles,Tingling,C2242996,C0423572,
55222007,Breast tenderness,tender breasts,C0262397,C0262397,C0262397 
309774006,Weakness of limb,muscle weakness in plantar muscle,C2673994 C1834451 C0030552 C0242693 C1168241 C0442036 C0240479 C0239831 C0151786 C0587246 C0150841 C0586738,C0587246 C1836296,C0587246 
418648005,Blackout,blackouts,C0312422 C0700178,C0312422 C0700178,C0312422 C0700178 
202852009,Shoulder tendonitis,acute shoulder tendonitis,C0262633,C0262633,C0262633 
42984000,Night sweats,night sweats,C0028081,C0028081,C0028081 
14760008,Constipation,constipation,C0009806 C1963087,C0949135 C0009806 C1963087,C0009806 C1963087 
386807006,Memory impairment,memory problems,C0233794,C1636063 C1963167 C0233794,C0233794 
426206001,Constant pain,constint shoulder pain,C0423670 C0037011,C1960160,
53523011000036100,Diovan,Diovan,C0719949,C0719949,C0719949 
161873000,Heavy legs,leg heaviness,C1140621,C0581911,
25064002,Headache,headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
116289008,Abdominal bloating,tummy bloating,C1291077,C1291077,C1291077 
131148009,Bleeding,bleeding has not subsided,C0019080,C0019080,C0019080 
449917004,Cramp in lower limb,leg cramps,C0023218,C3266180 C3266179,
68962001,Myalgia,Muscle pain,C0231528 C1963177,C0231528,C0231528 
29857009,Chest pain,chest pain,C2926613 C0008031,C2926613 C0008031,C2926613 C0008031 
48694002,Anxiety,anxiety,C0003467 C0860603,C1963064 C0860603 C4050613 C0003467 C0003469,C0860603 C0003467 
59927004,Hepatic failure,liver failure,C0085605,C0085605,C0085605 
24184005,Finding of increased blood pressure,raised blood pressure,C0497247,C0497247 C0232107,C0497247 
10601006,Pain in lower limb,pains in legs,C1140621 C0030193,C0023222 C0839480,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
449917004,Cramp in lower limb,severe leg cramping,C0026821 C1446787 C1140621 C1306232,C3266180 C3266179,
55300003,Muscle cramp,cramping,C0026821 C1446787,C0026821,C0026821 
47268002,Reflux,reflux,C0232483 C0017168,C0232483,C0232483 
62507009,Pins and needles,in arms Tingling,C2242996 C0446516,C0423572,
67849003,Excruciating pain,EXCRUCIATING PAIN IN NECK,C0007859,C0278141,
2531000168109,Andrews Tums Antacid,Tums,C0723950,C0003216 C0723950 C0718552 C0718555 C3275223 C0003138 C0006698 C1383090,C0723950 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
67849003,Excruciating pain,Excruciating pain,C0278141,C0278141,C0278141 
76948002,Severe pain,extreme muscle aches,C0231528,C0278140,
6471006,Suicidal thoughts,thoughts about suicide,C0812393 C0039869 C0038661,C1276357 C0424000 C0455204,
3848011000036104,Pravachol,Pravachol,C0700763,C0700763,C0700763 
21286011000036106,paracetamol + codeine,co codamol,C2351132,C0373527 C0009214 C0000970,
35489007,Depression,depression,C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C1999266 C4049644 
279038004,Thoracic back pain,back pain upper,C0004604 C0677061 C1963071,C0423684,
3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
3904011000036106,Zocor,Zorcor,,C0678181,
10743008,Irritable bowel syndrome,IBS,,C4069143 C0876988 C0022104,
250069006,Muscle tension,tightness in legs,C1140621,C0458242 C0427195,
288939007,Difficulty swallowing,trouble swallowing,C0011167 C2598159 C3665547 C0740170,C0011168 C0426606 C0566362 C0566379 C0426605,
309774006,Weakness of limb,weakness in the calves,C3714552,C0587246 C1836296,
228148009,Fine motor impairment,inability to perform fine motor skills,C0026612,C0556281,
419581008,Bizarre dreams,weird dreams,C0013117,C0860645,
45326000,Shoulder pain,muscle aches in my shoulders,C0231528 C0037004,C0423670 C0037011,
24693007,Fibromyalgia,fibromyalgia,C0016053,C0016053,C0016053 
57676002,Arthralgia,Joint pain,C1963066 C0003862,C0003862,C0003862 
13791008,Asthenia,weakness,C3714552,C0004093,
48926009,Pain in spine,Joint pain in spine,C0423673,C0423673,C0423673 
57676002,Arthralgia,achy joints,,C0003862,
193462001,Insomnia,sleeplessness,C0917801,C1963237 C0917801 C1950154,C0917801 
3904011000036106,Zocor,zocor,C0678181,C0678181,C0678181 
22253000,Pain,pain in every muscle,C0030193,C1882272 C2598155 C0030193,C0030193 
22193007,Osteoarthrosis of hand,severe osteoarthritis in the hands,C0586735 C0409929 C2893907 C0018563 C0029410 C0029408 C0263854 C1306232 C0409959 C0455572 C0263746,C0029410 C0263746,C0029410 C0263746 
82272006,Common cold,cold virus,C0042769 C0234192 C0009443,C0009443,C0009443 
62315008,Diarrhoea,Diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
35489007,Depression,depressed,C0520887 C0344315,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0520887 C0344315 
8510008,Reduced mobility,could barely get out of bed in the morning,,C0700572 C0476650,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
60119000,Exhaustion,Exhaustion,C0392674,C0392674,C0392674 
62507009,Pins and needles,tingling,C2242996,C0423572,
249472009,Always hungry,constant hunger,C2107746,C0426585,
422587007,Nausea,nausea,C0027497,C0027497 C1963179,C0027497 
14760008,Constipation,constipation,C0009806 C1963087,C0949135 C0009806 C1963087,C0009806 C1963087 
3384011000036100,Arthrotec,Arthrotec,C0210355,C0210355,C0210355 
76948002,Severe pain,severe knee pain,C0231749 C1306232,C0278140,
44077006,Numbness,numbness,C0020580 C0028643,C0020580 C0028643,C0020580 C0028643 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
45352006,Spasm,Spasms,C0026821 C0037763,C0026821 C0037763,C0026821 C0037763 
57676002,Arthralgia,arthritis pain,C0718667,C0003862,
38341003,Hypertension,high blood pressure,C1272641 C0005823 C0020538 C2926615 C0005824 C0857121,C0085580 C0020538 C3829824 C3248638 C1696708 C0947663 C0455405 C1963138,C0020538 
73595000,Stress,stress,C0038435,C0038435 C0723460,C0038435 
299060006,Swelling of finger,fingertips got puffy,,C0239598 C0575891,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
279039007,Low back pain,lower back pain,C2168111 C0024031,C0024031,C0024031 
90708001,Kidney disease,damaging my kidneys,C0022646 C0227665,C0022658,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
3848011000036104,Pravachol,Pravachol,C0700763,C0700763,C0700763 
3384011000036100,Arthrotec,arthrotec,C0731335 C0731334 C0210355,C0210355,C0210355 
228158008,Walking disability,could not walk,,C0311394,
82991003,Generalised aches and pains,aches and pains,C0234238 C0030193,C0281856,
124054003,Increased cholesterol esters,high cholesterol,C0020443 C1522133,C1291155 C0595929 C0549399 C1522133 C1291156 C3276464 C0020445 C0020443 C0595930 C3536712,C1522133 C0020443 
68962001,Myalgia,muscle soreness,C0231528 C0575064,C0231528,C0231528 
22253000,Pain,pains,C0030193,C1882272 C2598155 C0030193,C0030193 
418290006,Itching,itching,C0033774 C0231530,C0033774,C0033774 
202480001,Elbow joint pain,Joint pain in elbows,C0013769 C1963066 C0003862,C0423669,
49218002,Hip pain,pain in my hipjoints,C0030193,C0030193,C0030193 
47933007,Foot pain,foot pain,C2016948 C0016512,C2016948 C0016512,C2016948 C0016512 
102556003,Pain in upper limb,aching pain in my arms,C0234238 C0446516,C0239377,
55350005,Hungry,hunger feeling,C0020175 C1527305 C0013987,C0020175,C0020175 
386806002,Impaired cognition,cognitive impairments,C1270972 C0338656,C0338656,C0338656 
76948002,Severe pain,Horrible leg pain,C0023222 C0839480,C0278140,
95418008,Muscle spasms of head AND/OR neck,cramping neck muscels,C0795701,C0700153 C0018670 C0152336 C1550557 C0027530 C0037763 C2137077,
449918009,Cramp in lower leg,leg cramps,C0023218,C3266180 C3266179,
29857009,Chest pain,chest pain,C2926613 C0008031,C2926613 C0008031,C2926613 C0008031 
247761005,Reduced concentration,dificulty in concentrating,C0947509,C0424099 C0262630,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
103298005,Severe vertigo,Extreme vertigo,C0042571 C2096293,C0522365,
81680005,Neck pain,neck pains,C0027530 C2137077 C0030193,C0007859 C1963180,
82883008,Disturbance in speech rhythm,slowed speach,C2702418 C0972391,C0233724 C0233715,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
277223000,Swollen nasal mucosa,Swollen nasal passages,C3536731 C0028429,C0475765,
200936003,Lupus erythematosus,lupus,C0409974 C0024138 C0024131 C0024141,C0409974 C0866588 C0024141,C0409974 C0024141 
57676002,Arthralgia,painful inflamation of joints,C0030193 C0021368,C0003862,
3723001,Arthritis,arthritis,C0158026 C0003864 C0263776 C0541786 C1328469 C0003873 C1405877,C3267876 C0003864,C0003864 
68962001,Myalgia,muscle soreness,C0231528 C0575064,C0231528,C0231528 
22253000,Pain,pains,C0030193,C1882272 C2598155 C0030193,C0030193 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
76948002,Severe pain,debilitating muscle pains,C0231528 C1963177,C0278140,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
129565002,Myopathy,permanent muscle damage,C0010957,C0026848,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
224960004,Tired,tired,C0557875,C0557875,C0557875 
51197009,Stomach cramps,stomach cramping,C0026821 C1446787 C0038351,C0344375,
131148009,Bleeding,bleeding constantly,C0019080,C0019080,C0019080 
21417011000036105,fenofibrate,Tricor,C0723893,C0033228,
65124004,Swelling,swelling,C0038999,C0038999,C0038999 
60032008,Unable to concentrate,lack of ability to concentrate,C4050381 C0235198 C1865273,C3827302 C0235198,C0235198 
